case_id,snapshot_at,created_at,channel,case_type,category,subcategory,priority,sla_target_hours,first_response_time_hours,resolution_time_hours,status,resolution_code,escalated,assigned_team,escalation_team,customer_tenure_months,plan_tier,region_uk,age_band,gender,case_summary,sentiment,csat_score,tags
ND-2025-001218,2026-01-01T00:00:00Z,2025-07-04T14:50:45Z,in_app,incident,integrations,json,Medium,24.0,18.5,26.2,solved,fixed,false,billing,"",9,Pro,South West,35-44,M,"JSON error when importing data from Stripe.",Neutral,2,"json;stripe;import;error"
ND-2025-001219,2026-01-01T00:00:00Z,2025-07-05T09:30:10Z,email,incident,integrations,third_party_outage,Urgent,4.0,0.9,4.8,solved,fixed,true,engineering,engineering,48,Enterprise,London,45-54,F,"Critical: Xero Connector down affecting board meeting data.",Negative,4,"third_party_outage;xero;connector;polaris;critical"
ND-2025-001220,2026-01-01T00:00:00Z,2025-07-05T12:15:00Z,email,service_request,other,sales_inquiry,Low,48.0,40.2,"",open,"",false,support,"",0,Free,Scotland,25-34,M,"Interested in upgrading to Enterprise for better API limits.",Neutral,"","sales;inquiry;upgrade;api"
ND-2025-001221,2026-01-01T00:00:00Z,2025-07-06T08:45:22Z,webchat,incident,integrations,mapping_error,High,8.0,2.5,10.1,solved,fixed,false,engineering,"",20,Pro,West Midlands,35-44,F,"Fields aren't mapping correctly from Salesforce since the update.",Negative,4,"mapping_error;salesforce;connector;field"
ND-2025-001222,2026-01-01T00:00:00Z,2025-07-06T10:30:55Z,email,incident,performance_outage,500_error,Urgent,4.0,0.6,3.9,solved,fixed,true,engineering,engineering,12,Standard,London,25-34,M,"Getting a 500 error on the main Polaris dashboard page.",Negative,3,"500_error;polaris;dashboard;crash"
ND-2025-001223,2026-01-01T00:00:00Z,2025-07-06T14:10:15Z,email,incident,integrations,api_auth_error,Medium,24.0,5.5,25.2,solved,fixed,false,support,"",6,Free,Northern Ireland,45-54,F,"Can't connect my Xero account says auth failed.",Negative,5,"api;auth;xero;connector"
ND-2025-001224,2026-01-01T00:00:00Z,2025-07-07T09:05:40Z,phone,incident,integrations,third_party_outage,Urgent,4.0,1.5,5.8,solved,fixed,true,engineering,engineering,35,Pro,South East,35-44,M,"Xero Connector is down again this is ridiculous.",Negative,1,"third_party_outage;xero;connector;outage"
ND-2025-001225,2026-01-01T00:00:00Z,2025-07-07T11:25:30Z,webchat,incident,bug,browser_compatibility,Low,48.0,12.2,46.5,solved,workaround,false,engineering,"",16,Standard,Yorkshire,25-34,F,"Polaris Board layout breaks on Firefox.",Neutral,4,"bug;firefox;browser;layout;polaris"
ND-2025-001226,2026-01-01T00:00:00Z,2025-07-07T13:40:10Z,email,incident,integrations,timeout_error,High,8.0,4.1,12.5,solved,fixed,true,engineering,engineering,28,Pro,North East,45-54,M,"Data sync is timing out for the third time this week.",Negative,2,"timeout;sync;data;connector"
ND-2025-001227,2026-01-01T00:00:00Z,2025-07-07T15:55:00Z,email,service_request,data_reporting,export_issue,Medium,24.0,7.5,23.1,solved,fixed,false,data,"",5,Standard,London,35-44,F,"CSV export from Polaris is missing columns.",Neutral,4,"export;csv;polaris;missing_data"
ND-2025-001228,2026-01-01T00:00:00Z,2025-07-08T08:20:45Z,in_app,incident,integrations,third_party_outage,Urgent,4.0,0.8,4.2,solved,duplicate,true,engineering,"",42,Enterprise,South West,35-44,M,"Xero integration totally unresponsive.",Negative,"","third_party_outage;xero;connector;unresponsive"
ND-2025-001229,2026-01-01T00:00:00Z,2025-07-08T09:50:15Z,webchat,incident,integrations,api_auth_error,Medium,24.0,3.2,"",open,"",false,billing,"",11,Standard,East of England,25-34,F,"I paid for the Xero connector but it won't connect.",Negative,"","api;auth;payment;xero;connector"
ND-2025-001230,2026-01-01T00:00:00Z,2025-07-08T11:35:25Z,email,incident,performance_outage,latency_spike,High,8.0,2.5,9.8,solved,fixed,false,engineering,"",25,Pro,London,45-54,M,"Very slow loading times on the main dashboard today.",Negative,3,"latency;slow;dashboard;loading"
ND-2025-001231,2026-01-01T00:00:00Z,2025-07-08T14:10:55Z,email,incident,integrations,webhook_failure,Medium,24.0,18.5,28.2,solved,fixed,false,engineering,"",9,Standard,Wales,25-34,F,"Webhooks aren't firing for new invoices.",Neutral,5,"webhook;invoice;connector;failure"
ND-2025-001232,2026-01-01T00:00:00Z,2025-07-09T09:15:30Z,phone,incident,integrations,third_party_outage,Urgent,4.0,1.2,5.5,solved,fixed,true,engineering,engineering,50,Enterprise,London,55-64,M,"Xero connector is down we need this sorted immediately.",Negative,2,"third_party_outage;xero;connector;sorted"
ND-2025-001233,2026-01-01T00:00:00Z,2025-07-09T10:45:10Z,email,service_request,account_admin,billing_contact_update,Low,48.0,22.1,45.5,solved,answered,false,support,"",2,Free,North West,18-24,F,"Need to change the email for billing notifications.",Neutral,"","admin;email_prefs;billing;notifications"
ND-2025-001234,2026-01-01T00:00:00Z,2025-07-09T13:20:45Z,webchat,incident,integrations,oauth_token_issue,High,8.0,3.5,10.2,solved,fixed,false,engineering,"",19,Pro,South East,35-44,M,"Salesforce OAuth token keeps invalidating.",Negative,4,"oauth;token;salesforce;connector"
ND-2025-001235,2026-01-01T00:00:00Z,2025-07-09T15:55:20Z,email,incident,integrations,mapping_error,Medium,24.0,8.2,"",on_hold,"",false,engineering,"",6,Standard,Scotland,25-34,F,"Custom fields from HubSpot aren't showing in Polaris widgets.",Neutral,"","mapping_error;hubspot;widget;polaris"
ND-2025-001236,2026-01-01T00:00:00Z,2025-07-10T08:30:15Z,email,incident,integrations,third_party_outage,Urgent,2.0,0.5,2.5,solved,fixed,true,engineering,engineering,38,Enterprise,London,45-54,M,"Xero API failure causing massive backlog in reporting.",Negative,3,"third_party_outage;xero;api;reporting;backlog"
ND-2025-001237,2026-01-01T00:00:00Z,2025-07-10T10:10:50Z,in_app,incident,bug,broken_link,Low,48.0,26.5,50.1,solved,fixed,false,engineering,"",4,Free,West Midlands,18-24,M,"Link to documentation gives a 404 error.",Neutral,"","bug;404;broken_link;docs"
ND-2025-001238,2026-01-01T00:00:00Z,2025-07-10T12:40:30Z,email,incident,integrations,rate_limit_hit,High,8.0,2.8,11.5,solved,workaround,true,engineering,engineering,30,Pro,South West,35-44,F,"We are hitting API limits with the new Xero connector update.",Negative,4,"rate_limit_hit;api;xero;connector"
ND-2025-001239,2026-01-01T00:00:00Z,2025-07-10T14:15:10Z,webchat,service_request,billing_payments,plan_change_billing,Medium,24.0,5.2,21.5,solved,answered,false,billing,"",13,Standard,East Midlands,25-34,M,"Want to upgrade to Pro tier for better connector support.",Neutral,5,"upgrade;pro_tier;connector;billing"
ND-2025-001240,2026-01-01T00:00:00Z,2025-07-11T09:00:05Z,email,incident,integrations,third_party_outage,Urgent,4.0,1.1,5.2,solved,duplicate,true,engineering,"",22,Pro,London,35-44,F,"Xero sync is down.",Negative,"","third_party_outage;xero;sync;down"
ND-2025-001241,2026-01-01T00:00:00Z,2025-07-11T10:30:45Z,phone,incident,integrations,api_auth_error,Medium,24.0,4.5,26.8,solved,fixed,false,support,"",8,Standard,North East,45-54,M,"I can't authorize the Shopfiy connector it just spins.",Negative,3,"api;auth;shopify;connector;spinner"
ND-2025-001242,2026-01-01T00:00:00Z,2025-07-11T13:20:25Z,email,incident,performance_outage,degraded_performance,High,8.0,3.1,"",open,"",true,engineering,engineering,16,Pro,Yorkshire,25-34,F,"Polaris board performance is severely degraded today.",Negative,"","degraded_performance;polaris;slow;latency"
ND-2025-001243,2026-01-01T00:00:00Z,2025-07-11T15:50:15Z,webchat,incident,integrations,json,Medium,24.0,12.5,29.1,solved,fixed,false,engineering,"",5,Standard,South East,18-24,M,"JSON parsing error on the custom API connector.",Neutral,4,"json;api;connector;error"
ND-2025-001244,2026-01-01T00:00:00Z,2025-07-12T08:40:55Z,email,incident,integrations,third_party_outage,Urgent,4.0,0.8,4.5,solved,fixed,true,engineering,engineering,45,Enterprise,London,45-54,M,"Xero Connector failure is critical for our ops.",Negative,2,"third_party_outage;xero;connector;critical"
ND-2025-001245,2026-01-01T00:00:00Z,2025-07-12T11:15:30Z,email,service_request,access_permissions,sso_setup,Medium,24.0,6.2,25.5,solved,answered,false,security,"",12,Pro,North West,35-44,F,"Need help configuring Okta SSO for Orbit ID.",Neutral,5,"sso;okta;orbit_id;configuration"
ND-2025-001246,2026-01-01T00:00:00Z,2025-07-12T14:30:10Z,in_app,incident,integrations,timeout_error,High,8.0,2.5,9.8,solved,fixed,false,engineering,"",28,Pro,West Midlands,25-34,M,"Connection to Salesforce keeps timing out.",Negative,4,"timeout;salesforce;connector;connection"
ND-2025-001247,2026-01-01T00:00:00Z,2025-07-13T09:20:45Z,email,incident,bug,ui_glitch,Low,48.0,20.5,49.2,solved,fixed,false,engineering,"",7,Standard,Scotland,35-44,F,"Text overlapping on the settings page in Chrome.",Neutral,"","bug;ui;chrome;settings"
ND-2025-001248,2026-01-01T00:00:00Z,2025-07-13T11:55:20Z,webchat,incident,integrations,third_party_outage,Urgent,4.0,1.5,5.1,solved,fixed,true,engineering,engineering,32,Enterprise,London,45-54,M,"Xero connector still down? This is unacceptable.",Negative,1,"third_party_outage;xero;connector;down"
ND-2025-001249,2026-01-01T00:00:00Z,2025-07-13T15:10:00Z,email,incident,integrations,api_auth_error,Medium,24.0,5.8,"",pending,"",false,engineering,"",10,Standard,South East,25-34,F,"Auth error when trying to add a new connector.",Neutral,"","api;auth;connector;error"
ND-2025-001250,2026-01-01T00:00:00Z,2025-07-14T08:50:35Z,email,incident,integrations,mapping_error,High,8.0,3.2,12.1,solved,fixed,false,engineering,"",24,Pro,East of England,35-44,M,"Incorrect data mapping from HubSpot to Polaris.",Negative,3,"mapping_error;hubspot;polaris;data"
ND-2025-001251,2026-01-01T00:00:00Z,2025-07-14T10:25:15Z,phone,incident,integrations,third_party_outage,Urgent,4.0,0.5,3.8,solved,fixed,true,engineering,engineering,60,Enterprise,London,55-64,M,"Xero API is down and killing our dashboards.",Negative,2,"third_party_outage;xero;api;dashboard;down"
ND-2025-001252,2026-01-01T00:00:00Z,2025-07-14T12:45:50Z,webchat,service_request,how_to_training,documentation_clarification,Low,48.0,15.2,42.5,solved,answered,false,support,"",3,Free,Wales,18-24,F,"Docs for API v2 aren't clear on authentication.",Neutral,5,"docs;api;auth;how_to"
ND-2025-001253,2026-01-01T00:00:00Z,2025-07-14T14:30:25Z,email,incident,performance_outage,latency_spike,Medium,24.0,6.5,24.8,solved,fixed,false,engineering,"",18,Standard,North West,25-34,M,"Polaris is running really slow this afternoon.",Negative,4,"latency;slow;polaris;loading"
ND-2025-001254,2026-01-01T00:00:00Z,2025-07-15T09:10:40Z,email,incident,integrations,webhook_failure,High,8.0,2.1,9.5,solved,fixed,true,engineering,engineering,36,Pro,London,45-54,F,"Webhooks from Stripe are failing consistently.",Negative,3,"webhook;stripe;failure;connector"
ND-2025-001255,2026-01-01T00:00:00Z,2025-07-15T10:55:10Z,in_app,incident,integrations,third_party_outage,Urgent,4.0,1.2,5.2,solved,duplicate,true,engineering,"",20,Standard,South West,35-44,M,"Is Xero down? Connector not working.",Negative,"","third_party_outage;xero;connector;down"
ND-2025-001256,2026-01-01T00:00:00Z,2025-07-15T13:40:55Z,email,incident,integrations,oauth_token_issue,Medium,24.0,8.5,28.2,solved,fixed,false,engineering,"",14,Standard,Northern Ireland,25-34,F,"Token refresh failed for the Salesforce integration.",Neutral,4,"token;salesforce;integration;failure"
ND-2025-001257,2026-01-01T00:00:00Z,2025-07-15T16:05:30Z,webchat,service_request,other,test_ticket,Low,48.0,1.5,2.1,solved,cancelled,false,support,"",0,Free,London,18-24,M,"Just testing the chat support.",Neutral,"","test_ticket;other;spam"
ND-2025-001258,2026-01-01T00:00:00Z,2025-07-16T08:25:15Z,email,incident,integrations,third_party_outage,Urgent,4.0,0.9,4.1,solved,fixed,true,engineering,engineering,40,Enterprise,London,35-44,F,"Xero Connector outage is critical for board reporting.",Negative,1,"third_party_outage;xero;connector;critical;reporting"
ND-2025-001259,2026-01-01T00:00:00Z,2025-07-16T09:50:40Z,phone,incident,billing_payments,payment_failed,High,8.0,2.5,10.5,solved,fixed,false,billing,"",26,Pro,East Midlands,45-54,M,"Payment failed but my card is fine.",Negative,4,"payment;credit_card;failed;billing"
ND-2025-001260,2026-01-01T00:00:00Z,2025-07-16T11:30:25Z,email,incident,integrations,rate_limit_hit,Medium,24.0,5.2,23.8,solved,workaround,false,engineering,"",12,Standard,South East,25-34,F,"API rate limit exceeded on the Shopify connector.",Neutral,5,"rate_limit_hit;api;shopify;connector"
ND-2025-001261,2026-01-01T00:00:00Z,2025-07-16T13:45:50Z,webchat,incident,integrations,timeout_error,High,8.0,3.1,11.2,solved,fixed,true,engineering,engineering,30,Pro,North East,35-44,M,"HubSpot sync timing out repeatedly.",Negative,3,"timeout;hubspot;sync;connector"
ND-2025-001262,2026-01-01T00:00:00Z,2025-07-16T15:20:10Z,email,incident,bug,regression_after_update,Medium,24.0,6.5,"",open,"",false,engineering,"",15,Standard,Yorkshire,25-34,F,"Latest update broke the date picker in Polaris.",Negative,"","bug;regression;polaris;ui"
ND-2025-001263,2026-01-01T00:00:00Z,2025-07-17T09:05:35Z,email,incident,integrations,third_party_outage,Urgent,2.0,0.3,3.5,solved,fixed,true,engineering,engineering,55,Enterprise,London,55-64,M,"Xero Connector down again this is a joke.",Negative,1,"third_party_outage;xero;connector;down"
ND-2025-001264,2026-01-01T00:00:00Z,2025-07-17T10:40:20Z,in_app,incident,integrations,api_auth_error,Medium,24.0,4.2,22.5,solved,fixed,false,support,"",8,Free,West Midlands,18-24,F,"Auth error when connecting to Google Sheets.",Neutral,5,"api;auth;google_auth;connector"
ND-2025-001265,2026-01-01T00:00:00Z,2025-07-17T13:15:55Z,email,incident,performance_outage,500_error,High,8.0,2.1,8.9,solved,fixed,true,engineering,engineering,22,Pro,South West,35-44,M,"500 Internal Server Error when loading the Finance Board.",Negative,3,"500_error;server;crash;polaris"
ND-2025-001266,2026-01-01T00:00:00Z,2025-07-17T15:30:40Z,webchat,incident,integrations,mapping_error,Medium,24.0,7.5,25.1,solved,fixed,false,engineering,"",10,Standard,Scotland,25-34,F,"Fields mapping wrong on the new Xero integration.",Negative,4,"mapping_error;xero;integration;field"
ND-2025-001267,2026-01-01T00:00:00Z,2025-07-18T08:50:15Z,email,incident,integrations,third_party_outage,Urgent,4.0,1.2,6.5,solved,duplicate,true,engineering,"",34,Pro,London,45-54,M,"Xero sync failing completely.",Negative,"","third_party_outage;xero;sync;fail"
ND-2025-001268,2026-01-01T00:00:00Z,2025-07-18T10:15:30Z,email,service_request,data_reporting,timezone_confusion,Low,48.0,22.5,45.2,solved,answered,false,data,"",5,Standard,North West,25-34,F,"Polaris board showing EST instead of GMT.",Neutral,5,"timezone;polaris;dashboard;gmt"
ND-2025-001269,2026-01-01T00:00:00Z,2025-07-18T12:35:45Z,webchat,incident,integrations,json,High,8.0,2.8,10.5,solved,fixed,false,engineering,"",18,Pro,South East,35-44,M,"JSON error return from API endpoint.",Neutral,4,"json;api;error;endpoint"
ND-2025-001270,2026-01-01T00:00:00Z,2025-07-18T14:50:10Z,phone,incident,integrations,third_party_outage,Urgent,4.0,0.6,3.2,solved,fixed,true,engineering,engineering,48,Enterprise,London,45-54,F,"URGENT: Xero Connector is down we cannot work.",Negative,2,"third_party_outage;xero;connector;urgent"
ND-2025-001271,2026-01-01T00:00:00Z,2025-07-19T09:10:25Z,email,incident,integrations,webhook_failure,Medium,24.0,6.1,26.5,solved,fixed,false,engineering,"",11,Standard,Wales,25-34,M,"Webhooks missing for subscription events.",Neutral,5,"webhook;subscription;missing;connector"
ND-2025-001272,2026-01-01T00:00:00Z,2025-07-19T11:40:50Z,in_app,service_request,access_permissions,invite_user,Low,48.0,15.5,"",open,"",false,support,"",3,Free,East Midlands,18-24,F,"Can't invite new user to Orbit ID.",Neutral,"","invite;orbit_id;user;access"
ND-2025-001273,2026-01-01T00:00:00Z,2025-07-19T14:05:15Z,email,incident,integrations,timeout_error,High,8.0,3.5,12.8,solved,fixed,true,engineering,engineering,25,Pro,London,35-44,M,"API timeout on the main connector sync.",Negative,3,"timeout;api;sync;connector"
ND-2025-001274,2026-01-01T00:00:00Z,2025-07-20T09:30:30Z,email,incident,integrations,third_party_outage,Urgent,4.0,1.1,5.5,solved,fixed,true,engineering,engineering,39,Enterprise,South West,45-54,M,"Xero Connector outage is impacting our KPI tracking.",Negative,2,"third_party_outage;xero;connector;kpi"
ND-2025-001275,2026-01-01T00:00:00Z,2025-07-20T12:15:45Z,webchat,incident,bug,export_bug,Medium,24.0,5.2,21.5,solved,workaround,false,engineering,"",9,Standard,North East,25-34,F,"Export to PDF failing on large Polaris boards.",Neutral,4,"bug;export;pdf;polaris"
ND-2025-001276,2026-01-01T00:00:00Z,2025-07-20T15:40:10Z,email,incident,integrations,oauth_token_issue,High,8.0,2.2,9.5,solved,fixed,false,engineering,"",21,Pro,London,35-44,M,"Token invalid error for Xero again.",Negative,3,"token;xero;error;connector"
ND-2025-001277,2026-01-01T00:00:00Z,2025-07-21T08:25:55Z,email,incident,integrations,third_party_outage,Urgent,4.0,0.8,4.2,solved,duplicate,true,engineering,"",44,Enterprise,South East,55-64,M,"Xero integration is broken.",Negative,"","third_party_outage;xero;integration;broken"
ND-2025-001278,2026-01-01T00:00:00Z,2025-07-21T09:55:20Z,phone,incident,performance_outage,login_service_down,Urgent,4.0,0.5,2.5,solved,fixed,true,engineering,engineering,33,Pro,North West,35-44,F,"Cannot login to Orbit ID just spins.",Negative,1,"login;orbit_id;spinner;down"
ND-2025-001279,2026-01-01T00:00:00Z,2025-07-21T11:20:45Z,email,incident,integrations,api_auth_error,Medium,24.0,4.8,24.2,solved,fixed,false,support,"",7,Standard,Scotland,25-34,M,"Auth error connecting Salesforce.",Neutral,5,"api;auth;salesforce;connector"
ND-2025-001280,2026-01-01T00:00:00Z,2025-07-21T13:45:10Z,webchat,incident,integrations,rate_limit_hit,High,8.0,2.9,11.8,solved,workaround,true,engineering,engineering,27,Pro,London,45-54,F,"Hit rate limit on Xero connector.",Negative,3,"rate_limit_hit;xero;connector;api"
ND-2025-001281,2026-01-01T00:00:00Z,2025-07-21T16:05:35Z,email,incident,integrations,mapping_error,Medium,24.0,7.2,26.5,solved,fixed,false,engineering,"",13,Standard,West Midlands,35-44,M,"Mapping issue with the new fields.",Neutral,4,"mapping_error;fields;connector;issue"
ND-2025-001282,2026-01-01T00:00:00Z,2025-07-22T09:15:50Z,email,incident,integrations,third_party_outage,Urgent,2.0,0.4,2.8,solved,fixed,true,engineering,engineering,52,Enterprise,London,55-64,M,"Xero Connector failure is a major incident for us.",Negative,1,"third_party_outage;xero;connector;incident"
ND-2025-001283,2026-01-01T00:00:00Z,2025-07-22T10:40:15Z,in_app,service_request,other,spam,Low,72.0,48.5,"",solved,cancelled,false,support,"",0,Free,East of England,18-24,F,"Cheap SEO services.",Neutral,"","spam;other;inquiry"
ND-2025-001284,2026-01-01T00:00:00Z,2025-07-22T13:10:40Z,email,incident,integrations,timeout_error,High,8.0,3.2,10.8,solved,fixed,true,engineering,engineering,23,Pro,South West,35-44,M,"Connection timing out on the Xero sync.",Negative,3,"timeout;xero;sync;connection"
ND-2025-001285,2026-01-01T00:00:00Z,2025-07-22T15:35:05Z,webchat,incident,performance_outage,latency_spike,Medium,24.0,5.5,23.1,solved,fixed,false,engineering,"",17,Standard,Yorkshire,25-34,F,"Dashboard is really slow to load widgets.",Negative,4,"latency;slow;dashboard;widget"
ND-2025-001286,2026-01-01T00:00:00Z,2025-07-23T08:55:30Z,email,incident,integrations,third_party_outage,Urgent,4.0,1.1,5.2,solved,duplicate,true,engineering,"",37,Pro,London,45-54,M,"Xero sync down.",Negative,"","third_party_outage;xero;sync;down"
ND-2025-001287,2026-01-01T00:00:00Z,2025-07-23T10:20:55Z,phone,incident,security_privacy,suspicious_activity,Urgent,4.0,0.3,3.5,solved,fixed,true,security,security,30,Pro,North East,35-44,F,"Suspicious login attempt on my Orbit ID.",Negative,5,"security;suspicious_login;orbit_id;login"
ND-2025-001288,2026-01-01T00:00:00Z,2025-07-23T12:45:20Z,email,incident,integrations,json,Medium,24.0,8.1,27.5,solved,fixed,false,engineering,"",8,Standard,Wales,25-34,M,"JSON error when fetching data.",Neutral,4,"json;error;data;fetch"
ND-2025-001289,2026-01-01T00:00:00Z,2025-07-23T15:10:45Z,webchat,incident,integrations,webhook_failure,High,8.0,2.5,9.8,solved,fixed,true,engineering,engineering,29,Pro,South East,35-44,M,"Webhooks failing for Salesforce updates.",Negative,3,"webhook;salesforce;failure;update"
ND-2025-001290,2026-01-01T00:00:00Z,2025-07-24T09:00:10Z,email,incident,integrations,third_party_outage,Urgent,4.0,0.9,4.5,solved,fixed,true,engineering,engineering,46,Enterprise,London,55-64,F,"Xero Connector outage causing big issues.",Negative,2,"third_party_outage;xero;connector;outage"
ND-2025-001291,2026-01-01T00:00:00Z,2025-07-24T10:30:35Z,email,service_request,billing_payments,refund_request,Medium,24.0,5.8,22.1,solved,answered,false,billing,"",12,Standard,North West,25-34,M,"Requesting refund for the downtime last week.",Neutral,3,"refund;downtime;billing;request"
ND-2025-001292,2026-01-01T00:00:00Z,2025-07-24T13:15:00Z,in_app,incident,integrations,api_auth_error,Medium,24.0,6.2,25.8,solved,fixed,false,support,"",5,Free,East Midlands,18-24,F,"Auth error on the free tier connector.",Neutral,5,"api;auth;connector;error"
ND-2025-001293,2026-01-01T00:00:00Z,2025-07-24T15:40:25Z,email,incident,integrations,timeout_error,High,8.0,3.5,11.5,solved,fixed,true,engineering,engineering,26,Pro,London,35-44,M,"Xero API timeout again.",Negative,2,"timeout;xero;api;again"
ND-2025-001294,2026-01-01T00:00:00Z,2025-07-25T08:50:50Z,email,incident,integrations,third_party_outage,Urgent,4.0,1.2,5.1,solved,duplicate,true,engineering,"",35,Pro,South West,45-54,M,"Is Xero down? Connector stuck.",Negative,"","third_party_outage;xero;connector;stuck"
ND-2025-001295,2026-01-01T00:00:00Z,2025-07-25T10:15:15Z,webchat,incident,bug,app_crash,Medium,24.0,5.5,23.5,solved,fixed,false,engineering,"",14,Standard,Scotland,25-34,F,"App crashes when I try to export a report.",Negative,4,"bug;crash;export;app"
