case_id,snapshot_at,created_at,channel,case_type,category,subcategory,priority,sla_target_hours,first_response_time_hours,resolution_time_hours,status,resolution_code,escalated,assigned_team,escalation_team,customer_tenure_months,plan_tier,region_uk,age_band,gender,case_summary,sentiment,csat_score,tags
ND-2025-000633,2026-01-01T00:00:00Z,2025-04-10T08:20:00Z,email,service_request,access_permissions,invite_user,Low,48.0,15.0,,open,"",false,support,"",1,Standard,Yorkshire,45-54,F,"How to invite a colleague to view only?",Neutral,,"invite;user_management;permissions;read_only"
ND-2025-000634,2026-01-01T00:00:00Z,2025-04-10T10:50:00Z,email,incident,data_reporting,timezone_confusion,Medium,24.0,4.2,21.5,solved,answered,false,data,"",13,Pro,London,25-34,M,"Data time seems off is it UTC or GMT?",Neutral,5,"timezone;data;report;confusion;polaris"
ND-2025-000635,2026-01-01T00:00:00Z,2025-04-10T13:40:00Z,webchat,service_request,billing_payments,pricing_query,Low,48.0,2.0,5.0,solved,answered,false,billing,"",0,Free,Scotland,18-24,F,"How much is the Enterprise tier?",Neutral,,"pricing;sales;inquiry;enterprise_tier"
ND-2025-000636,2026-01-01T00:00:00Z,2025-04-10T16:15:00Z,email,incident,security_privacy,gdpr_request,High,72.0,12.0,,pending,"",true,security,legal,30,Enterprise,South West,35-44,M,"Formal GDPR deletion request for user ID 4452",Neutral,,"gdpr;privacy;deletion;compliance;security"
ND-2025-000637,2026-01-01T00:00:00Z,2025-04-11T09:35:00Z,in_app,incident,bug,regression_after_update,High,8.0,1.9,,open,"",false,engineering,"",18,Pro,East Midlands,25-34,F,"Since the update my charts are all squashed",Negative,,"bug;regression;ui;chart;update"
ND-2025-000638,2026-01-01T00:00:00Z,2025-04-11T11:10:00Z,email,service_request,integrations,third_party_outage,Medium,24.0,5.0,20.0,solved,answered,false,engineering,"",11,Standard,Wales,45-54,M,"Xero sync isn't working is Xero down?",Neutral,,"connector;xero;outage;sync;integration"
ND-2025-000639,2026-01-01T00:00:00Z,2025-04-11T14:30:00Z,webchat,service_request,how_to_training,permissions_explainer,Low,48.0,8.0,,new,"",false,support,"",4,Pro,Northern Ireland,35-44,F,"Explain difference between Editor and Admin roles",Neutral,,"permissions;roles;admin;editor;how_to"
ND-2025-000640,2026-01-01T00:00:00Z,2025-04-12T10:00:00Z,email,incident,billing_payments,duplicate_charge,High,8.0,1.5,4.0,solved,fixed,false,billing,"",25,Pro,London,25-34,M,"We were charged twice for April subscription",Negative,1,"duplicate_charge;billing;refund;payment"
ND-2025-000641,2026-01-01T00:00:00Z,2025-04-12T12:45:00Z,email,service_request,other,partnership_request,Low,120.0,50.0,,open,"",false,support,"",0,Free,South East,35-44,F,"Partnership opportunity with our consultancy",Positive,,"partnership;sales;inquiry;other"
ND-2025-000642,2026-01-01T00:00:00Z,2025-04-13T09:15:00Z,in_app,incident,access_permissions,account_locked,Urgent,4.0,0.4,1.8,solved,fixed,false,support,"",7,Standard,North West,25-34,M,"Account locked after too many attempts help",Negative,5,"locked_out;orbit_id;login;security"
ND-2025-000643,2026-01-01T00:00:00Z,2025-04-13T14:25:00Z,webchat,incident,performance_outage,degraded_performance,Medium,24.0,2.5,15.0,solved,fixed,false,engineering,"",33,Enterprise,Yorkshire,45-54,F,"System feels sluggish this afternoon",Negative,,"slow;latency;performance;degraded"
ND-2025-000644,2026-01-01T00:00:00Z,2025-04-14T08:50:00Z,email,service_request,data_reporting,report_permissions,Medium,24.0,5.5,,pending,"",false,data,"",14,Pro,East of England,35-44,M,"My colleague can't see the HR Polaris board",Neutral,,"polaris;permissions;report;view_access"
ND-2025-000645,2026-01-01T00:00:00Z,2025-04-14T11:35:00Z,email,incident,bug,export_bug,High,8.0,1.8,,open,"",false,engineering,"",21,Standard,London,25-34,F,"CSV export is empty for the last week",Negative,,"bug;export;csv;empty;data"
ND-2025-000646,2026-01-01T00:00:00Z,2025-04-14T15:00:00Z,phone,service_request,billing_payments,seat_limit,Medium,24.0,4.0,10.0,solved,answered,false,billing,"",9,Pro,West Midlands,45-54,M,"Can't add user says seat limit reached",Neutral,4,"seat_limit;billing;user_management;upgrade"
ND-2025-000647,2026-01-01T00:00:00Z,2025-04-15T09:05:00Z,email,incident,integrations,timeout_error,High,8.0,2.1,6.8,solved,fixed,false,engineering,"",45,Enterprise,Scotland,35-44,M,"Salesforce connector timing out on large syncs",Negative,,"connector;salesforce;timeout;sync;error"
ND-2025-000648,2026-01-01T00:00:00Z,2025-04-15T10:40:00Z,webchat,service_request,how_to_training,video_tutorial,Low,48.0,12.0,,new,"",false,support,"",2,Free,South West,18-24,F,"Are there video tutorials for advanced widgets?",Neutral,,"how_to;video_tutorial;training;widget"
ND-2025-000649,2026-01-01T00:00:00Z,2025-04-15T13:10:00Z,email,incident,security_privacy,vulnerability_disclosure,Urgent,4.0,0.5,,pending,"",true,security,engineering,6,Standard,London,25-34,M,"Found a potential XSS vulnerability in the profile page",Negative,,"vulnerability;security;xss;bug;urgent"
ND-2025-000650,2026-01-01T00:00:00Z,2025-04-16T08:30:00Z,email,service_request,account_admin,notification_settings,Low,48.0,22.0,30.0,solved,answered,false,support,"",12,Pro,North East,45-54,F,"Too many emails how do I turn them off?",Neutral,5,"notifications;email_prefs;settings;admin"
ND-2025-000651,2026-01-01T00:00:00Z,2025-04-16T11:00:00Z,webchat,incident,bug,app_crash,High,8.0,1.6,5.2,solved,fixed,false,engineering,"",26,Pro,East Midlands,35-44,M,"Mobile app crashes on login every time",Negative,2,"bug;mobile;crash;login;app"
ND-2025-000652,2026-01-01T00:00:00Z,2025-04-16T14:45:00Z,in_app,service_request,data_reporting,delayed_refresh,Medium,24.0,6.5,,open,"",false,data,"",5,Standard,Wales,25-34,F,"Data on the dashboard is 2 hours old why?",Neutral,,"delayed_refresh;data;dashboard;polaris"
ND-2025-000653,2026-01-01T00:00:00Z,2025-04-17T09:25:00Z,email,incident,integrations,json_error,High,8.0,2.3,7.5,solved,fixed,false,engineering,"",17,Pro,London,35-44,M,"JSON parsing error on custom API connector",Negative,,"connector;api;json;error;integration"
ND-2025-000654,2026-01-01T00:00:00Z,2025-04-17T12:15:00Z,webchat,service_request,how_to_training,feature_how_to,Medium,24.0,3.2,18.0,solved,answered,false,support,"",3,Standard,South East,25-34,F,"How to create a stacked bar chart widget?",Neutral,5,"how_to;widget;visualization;configuration"
ND-2025-000655,2026-01-01T00:00:00Z,2025-04-17T15:30:00Z,email,incident,billing_payments,refund_request,Medium,24.0,5.8,,pending,"",false,billing,"",38,Pro,North West,45-54,M,"Requesting refund for the downtime last week",Negative,,"refund;billing;downtime;credit"
ND-2025-000656,2026-01-01T00:00:00Z,2025-04-18T08:40:00Z,email,service_request,access_permissions,role_assignment,Low,48.0,18.0,42.5,solved,answered,false,support,"",8,Standard,Yorkshire,35-44,F,"Need to change user role from viewer to editor",Neutral,,"role_assignment;permissions;admin;user_management"
ND-2025-000657,2026-01-01T00:00:00Z,2025-04-18T10:55:00Z,in_app,incident,performance_outage,login_service_down,Urgent,4.0,0.2,1.2,solved,fixed,true,engineering,security,50,Enterprise,London,25-34,M,"Nobody can log in via Orbit ID right now",Negative,,"login;down;outage;orbit_id;critical"
ND-2025-000658,2026-01-01T00:00:00Z,2025-04-18T13:20:00Z,email,service_request,data_reporting,currency_issue,Medium,24.0,4.5,,open,"",false,data,"",14,Pro,West Midlands,35-44,F,"Currency showing as USD instead of GBP on widget",Neutral,,"currency;widget;polaris;configuration"
ND-2025-000659,2026-01-01T00:00:00Z,2025-04-19T09:50:00Z,webchat,incident,bug,screen_freeze,Medium,24.0,5.2,21.0,solved,fixed,false,engineering,"",6,Standard,Scotland,18-24,M,"Screen freezes when I click the export button",Negative,3,"bug;freeze;export;ui;glitch"
ND-2025-000660,2026-01-01T00:00:00Z,2025-04-19T12:05:00Z,email,service_request,other,test_ticket,Low,48.0,1.5,1.6,solved,cancelled,false,support,"",0,Free,London,25-34,F,"Test ignore please",Neutral,,"test;ignore;other;miscellaneous"
ND-2025-000661,2026-01-01T00:00:00Z,2025-04-19T14:40:00Z,email,incident,billing_payments,invoice_error,High,8.0,2.8,6.0,solved,fixed,false,billing,"",22,Pro,South West,45-54,M,"Invoice address is incorrect need urgent fix",Negative,,"invoice;billing;address;error"
ND-2025-000662,2026-01-01T00:00:00Z,2025-04-20T08:10:00Z,webchat,service_request,how_to_training,configuration,Medium,24.0,3.8,,open,"",false,support,"",4,Standard,East of England,25-34,F,"Where do I configure the Xero connector settings?",Neutral,,"how_to;configuration;xero;connector;setup"
ND-2025-000663,2026-01-01T00:00:00Z,2025-04-20T10:35:00Z,email,incident,integrations,oauth_token_issue,High,8.0,1.7,5.5,solved,fixed,false,engineering,"",31,Enterprise,London,35-44,M,"OAuth token keeps expiring for HubSpot",Negative,4,"connector;hubspot;oauth;token;error"
ND-2025-000664,2026-01-01T00:00:00Z,2025-04-20T13:00:00Z,in_app,service_request,account_admin,data_retention,Low,48.0,24.5,,pending,"",false,support,"",10,Pro,Northern Ireland,45-54,F,"What is the data retention policy for backups?",Neutral,,"retention;data;policy;backup;admin"
ND-2025-000665,2026-01-01T00:00:00Z,2025-04-21T09:00:00Z,email,incident,performance_outage,full_outage,Urgent,4.0,0.4,2.0,solved,fixed,true,engineering,security,60,Enterprise,London,35-44,M,"Northstar is completely down 503 error",Negative,,"outage;down;503;critical;status_page"
ND-2025-000666,2026-01-01T00:00:00Z,2025-04-21T11:15:00Z,webchat,service_request,access_permissions,domain_verification,Medium,24.0,2.2,16.5,solved,answered,false,support,"",9,Standard,South East,25-34,F,"Trying to verify domain for SSO but failing",Neutral,5,"domain;sso;verification;orbit_id;setup"
ND-2025-000667,2026-01-01T00:00:00Z,2025-04-21T14:30:00Z,email,incident,bug,ui_glitch,Low,48.0,12.5,,open,"",false,engineering,"",15,Pro,North East,18-24,M,"Typos in the new settings menu",Neutral,,"bug;ui;typo;text;glitch"
ND-2025-000668,2026-01-01T00:00:00Z,2025-04-21T16:00:00Z,email,service_request,data_reporting,chart_visualization,Medium,24.0,5.0,22.0,solved,answered,false,data,"",18,Pro,Wales,35-44,F,"Can I change the color scheme of the Polaris board?",Neutral,4,"polaris;visualization;color;chart;customization"
ND-2025-000669,2026-01-01T00:00:00Z,2025-04-22T08:55:00Z,in_app,incident,integrations,sync_failure,High,8.0,1.9,,pending,"",false,engineering,"",27,Enterprise,London,45-54,M,"Sync failed 3 times in a row for Salesforce",Negative,,"sync;failure;salesforce;connector;error"
ND-2025-000670,2026-01-01T00:00:00Z,2025-04-22T10:20:00Z,webchat,service_request,how_to_training,onboarding_help,Medium,24.0,4.5,19.2,solved,answered,false,support,"",2,Free,Yorkshire,25-34,F,"Help setting up my first Polaris board",Positive,5,"onboarding;setup;polaris;dashboard;help"
ND-2025-000671,2026-01-01T00:00:00Z,2025-04-22T13:40:00Z,email,incident,billing_payments,payment_failed,High,8.0,3.1,6.8,solved,fixed,false,billing,"",13,Pro,East Midlands,35-44,M,"Payment declined check details please",Negative,,"payment;declined;billing;credit_card"
ND-2025-000672,2026-01-01T00:00:00Z,2025-04-22T15:10:00Z,email,service_request,security_privacy,mfa_policy,Medium,24.0,6.2,,open,"",false,security,"",24,Pro,South West,45-54,F,"Can we enforce MFA for all users?",Neutral,,"mfa;security;policy;admin;enforce"
ND-2025-000673,2026-01-01T00:00:00Z,2025-04-23T09:15:00Z,phone,incident,bug,mobile_issue,Medium,24.0,4.0,15.5,solved,fixed,false,engineering,"",11,Standard,London,25-34,M,"Mobile app is stuck on loading screen",Negative,,"mobile;app;loading;bug;freeze"
ND-2025-000674,2026-01-01T00:00:00Z,2025-04-23T11:30:00Z,email,service_request,data_reporting,export_issue,High,8.0,1.2,4.5,solved,workaround,false,data,"",40,Enterprise,North West,35-44,F,"Large CSV export failing consistently",Negative,3,"export;csv;fail;data;large_file"
ND-2025-000675,2026-01-01T00:00:00Z,2025-04-23T14:00:00Z,webchat,service_request,how_to_training,best_practice,Low,48.0,10.5,,new,"",false,support,"",5,Standard,Scotland,25-34,M,"Tips for speeding up dashboard performance?",Neutral,,"best_practice;performance;speed;dashboard;optimization"
ND-2025-000676,2026-01-01T00:00:00Z,2025-04-23T16:20:00Z,email,incident,integrations,api_auth_error,High,8.0,2.5,7.2,solved,fixed,false,engineering,"",20,Pro,South East,35-44,F,"API responding with 403 Forbidden",Negative,,"api;403;error;auth;connector"
ND-2025-000677,2026-01-01T00:00:00Z,2025-04-24T08:45:00Z,email,service_request,account_admin,user_add_remove,Low,48.0,18.5,35.0,solved,answered,false,support,"",7,Standard,West Midlands,45-54,M,"Remove user david.j from the account",Neutral,,"user_management;admin;remove;account"
ND-2025-000678,2026-01-01T00:00:00Z,2025-04-24T10:55:00Z,in_app,incident,performance_outage,latency_spike,High,8.0,3.0,,pending,"",false,engineering,"",35,Pro,London,25-34,F,"Very slow response times this morning",Negative,,"slow;latency;performance;lag"
ND-2025-000679,2026-01-01T00:00:00Z,2025-04-24T13:30:00Z,email,service_request,billing_payments,vat_receipt,Low,48.0,20.0,,open,"",false,billing,"",12,Pro,East of England,35-44,M,"Missing VAT receipt for Feb invoice",Neutral,,"vat;receipt;invoice;billing;missing"
ND-2025-000680,2026-01-01T00:00:00Z,2025-04-24T15:15:00Z,webchat,incident,bug,browser_compatibility,Medium,24.0,5.5,18.5,solved,fixed,false,support,"",3,Free,Wales,18-24,F,"Firefox not displaying the widget borders correctly",Neutral,4,"bug;firefox;ui;glitch;browser"
ND-2025-000681,2026-01-01T00:00:00Z,2025-04-25T09:10:00Z,email,service_request,access_permissions,sso_setup,High,8.0,2.0,6.0,solved,answered,false,security,"",48,Enterprise,London,45-54,M,"Assistance required for Azure AD SSO integration",Neutral,,"sso;azure;setup;integration;orbit_id"
ND-2025-000682,2026-01-01T00:00:00Z,2025-04-25T11:40:00Z,email,incident,data_reporting,missing_data,High,8.0,1.8,5.2,solved,fixed,false,data,"",16,Pro,North East,35-44,F,"Data gap in the sales report for yesterday",Negative,,"missing_data;report;gap;sales;polaris"
ND-2025-000683,2026-01-01T00:00:00Z,2025-04-25T14:05:00Z,webchat,service_request,other,sales_inquiry,Low,48.0,1.0,1.2,solved,answered,false,support,"",0,Free,South West,25-34,M,"Do you offer discounts for non-profits?",Positive,,"sales;discount;non_profit;inquiry"
ND-2025-000684,2026-01-01T00:00:00Z,2025-04-26T08:20:00Z,email,incident,integrations,webhook_failure,High,8.0,2.4,,on_hold,"",true,engineering,data,22,Pro,London,35-44,M,"Webhook endpoints returning 500 errors",Negative,,"webhook;500_error;api;connector;failure"
ND-2025-000685,2026-01-01T00:00:00Z,2025-04-26T10:30:00Z,in_app,service_request,how_to_training,permissions_explainer,Low,48.0,15.0,,open,"",false,support,"",6,Standard,Yorkshire,25-34,F,"Can viewers export data?",Neutral,,"permissions;export;viewer;role;question"
ND-2025-000686,2026-01-01T00:00:00Z,2025-04-26T12:50:00Z,email,incident,bug,ui_glitch,Medium,24.0,6.0,20.0,solved,fixed,false,engineering,"",10,Standard,North West,45-54,M,"Menu bar overlaps the content on small screens",Negative,4,"bug;ui;responsive;overlap;glitch"
ND-2025-000687,2026-01-01T00:00:00Z,2025-04-26T15:00:00Z,phone,service_request,billing_payments,plan_change_billing,Medium,24.0,3.5,8.0,solved,answered,false,billing,"",14,Pro,Scotland,35-44,F,"Upgrade to Enterprise quote please",Positive,,"upgrade;enterprise_tier;quote;billing;sales"
ND-2025-000688,2026-01-01T00:00:00Z,2025-04-27T09:35:00Z,email,incident,security_privacy,session_timeout,Medium,24.0,5.5,,pending,"",false,security,"",9,Standard,London,25-34,M,"Session times out too quickly keeps logging me out",Negative,,"session;timeout;logout;security;usability"
ND-2025-000689,2026-01-01T00:00:00Z,2025-04-27T11:45:00Z,webchat,service_request,account_admin,account_closure,Low,72.0,24.0,,open,"",false,support,"",2,Free,East Midlands,18-24,F,"Delete my account please",Neutral,,"closure;account;delete;gdpr;admin"
ND-2025-000690,2026-01-01T00:00:00Z,2025-04-27T14:10:00Z,email,incident,performance_outage,database_slow,Urgent,4.0,1.0,3.5,solved,fixed,false,engineering,"",30,Enterprise,South East,35-44,M,"Database query timeout on main dashboard",Negative,3,"timeout;database;slow;performance;critical"
ND-2025-000691,2026-01-01T00:00:00Z,2025-04-28T08:50:00Z,email,service_request,integrations,mapping_error,Medium,24.0,4.2,18.0,solved,fixed,false,data,"",12,Standard,Wales,25-34,F,"Field mapping is wrong for the custom connector",Neutral,,"mapping;connector;error;field;configuration"
ND-2025-000692,2026-01-01T00:00:00Z,2025-04-28T10:25:00Z,in_app,service_request,how_to_training,examples_needed,Low,48.0,12.5,,new,"",false,support,"",4,Free,West Midlands,35-44,M,"Any templates for SaaS KPIs?",Positive,,"templates;kpi;dashboard;examples;how_to"
ND-2025-000693,2026-01-01T00:00:00Z,2025-04-28T12:40:00Z,email,incident,bug,broken_link,Low,48.0,16.0,,open,"",false,engineering,"",8,Standard,Northern Ireland,25-34,F,"404 page when clicking on the old report link",Neutral,,"404;broken_link;bug;report;error"
ND-2025-000694,2026-01-01T00:00:00Z,2025-04-28T15:00:00Z,webchat,service_request,access_permissions,password_reset,Medium,24.0,0.3,0.6,solved,answered,false,support,"",1,Standard,London,18-24,M,"Forgot password reset link not arriving",Negative,5,"password;reset;email;login;issue"
ND-2025-000695,2026-01-01T00:00:00Z,2025-04-29T09:05:00Z,email,incident,billing_payments,duplicate_charge,High,8.0,2.0,5.0,solved,fixed,false,billing,"",20,Pro,North West,45-54,F,"Double charged for the pro plan please refund",Negative,4,"duplicate_charge;refund;billing;error;payment"
ND-2025-000696,2026-01-01T00:00:00Z,2025-04-29T11:15:00Z,email,service_request,data_reporting,filter_issue,Medium,24.0,5.0,,pending,"",false,data,"",15,Pro,South West,35-44,M,"Date filter isn't applying to all widgets",Neutral,,"filter;widget;date;polaris;bug"
ND-2025-000697,2026-01-01T00:00:00Z,2025-04-29T13:50:00Z,in_app,incident,integrations,third_party_outage,Medium,24.0,3.0,12.0,solved,answered,false,engineering,"",25,Enterprise,London,25-34,F,"Salesforce is down is that affecting Northstar?",Neutral,,"outage;salesforce;connector;impact;question"
