case_id,snapshot_at,created_at,channel,case_type,category,subcategory,priority,sla_target_hours,first_response_time_hours,resolution_time_hours,status,resolution_code,escalated,assigned_team,escalation_team,customer_tenure_months,plan_tier,region_uk,age_band,gender,case_summary,sentiment,csat_score,tags
ND-2025-001837,2026-01-01T00:00:00Z,2025-10-11T08:20:12Z,webchat,service_request,access_permissions,password_reset,Low,48.0,1.5,5.0,solved,fixed,false,support,"",1,Standard,Wales,18-24,Female,"forgot password.",Neutral,,"password;login;orbit_id;help_center"
ND-2025-001838,2026-01-01T00:00:00Z,2025-10-11T11:15:55Z,email,service_request,security_privacy,gdpr_request,Medium,24.0,22.5,25.0,solved,answered,false,security,"",14,Pro,London,55-64,Male,"Need a DPA signed for our records.",Neutral,4,"gdpr;compliance;privacy;admin"
ND-2025-001839,2026-01-01T00:00:00Z,2025-10-12T09:30:22Z,in_app,service_request,account_admin,audit_log_request,Medium,24.0,20.0,22.1,open,"",false,support,"",25,Enterprise,South East,25-34,Female,"Audit logs showing blank for yesterday.",Negative,,"audit_log;bug;admin;missing_data"
ND-2025-001840,2026-01-01T00:00:00Z,2025-10-12T13:00:10Z,email,service_request,access_permissions,sso_setup,Medium,24.0,6.5,24.5,solved,answered,false,support,"",10,Pro,North East,35-44,Male,"SAML configuration error on Orbit ID with Azure AD.",Neutral,5,"sso;orbit_id;configuration;error;admin"
ND-2025-001841,2026-01-01T00:00:00Z,2025-10-13T08:50:45Z,webchat,incident,security_privacy,suspicious_activity,High,8.0,2.1,6.5,solved,fixed,false,support,"",33,Pro,London,25-34,Female,"My screen went black and then I was logged out of Orbit ID.",Negative,3,"suspicious_login;bug;ui;orbit_id"
ND-2025-001842,2026-01-01T00:00:00Z,2025-10-13T10:15:33Z,email,service_request,other,sales_inquiry,Low,48.0,18.0,40.0,solved,answered,false,support,"",0,Free,West Midlands,35-44,Male,"Pricing for 50 seats?",Neutral,,"sales;inquiry;seat_limit;pro_tier"
ND-2025-001843,2026-01-01T00:00:00Z,2025-10-13T14:20:18Z,phone,service_request,access_permissions,locked_out,Urgent,4.0,0.5,1.2,solved,fixed,false,support,"",4,Standard,South West,45-54,Female,"Help I cannot get into the system to run payroll reports.",Negative,5,"locked_out;orbit_id;login;urgent"
ND-2025-001844,2026-01-01T00:00:00Z,2025-10-14T09:05:50Z,email,service_request,security_privacy,mfa_policy,High,8.0,5.5,10.0,solved,answered,false,security,"",19,Pro,Yorkshire,25-34,Male,"Clarification needed on the new MFA enforcement date.",Neutral,4,"mfa;orbit_id;policy;compliance"
ND-2025-001845,2026-01-01T00:00:00Z,2025-10-14T11:30:12Z,webchat,service_request,account_admin,org_settings,Low,48.0,1.0,4.5,solved,fixed,false,support,"",12,Standard,London,18-24,Female,"Changed company name but it still shows old one on invoices.",Neutral,3,"settings;invoice;billing;admin"
ND-2025-001846,2026-01-01T00:00:00Z,2025-10-14T15:10:05Z,email,incident,security_privacy,vulnerability_disclosure,High,8.0,2.5,7.5,solved,duplicate,false,security,"",24,Pro,Scotland,35-44,Male,"Report: CORS misconfiguration on the API endpoint.",Neutral,,"vulnerability;api;security;bug"
ND-2025-001847,2026-01-01T00:00:00Z,2025-10-15T08:40:22Z,in_app,service_request,access_permissions,invite_user,Low,48.0,8.0,20.0,solved,answered,false,support,"",8,Standard,North West,25-34,Female,"Resend invite please.",Neutral,,"invite;user_management;admin;email"
ND-2025-001848,2026-01-01T00:00:00Z,2025-10-15T10:25:55Z,email,service_request,security_privacy,gdpr_request,Medium,24.0,19.0,23.5,solved,answered,false,security,"",36,Enterprise,London,45-54,Male,"Right to be forgotten request for user ID 4459.",Neutral,5,"gdpr;privacy;user_management;compliance"
ND-2025-001849,2026-01-01T00:00:00Z,2025-10-15T12:50:30Z,webchat,incident,other,test_ticket,Low,48.0,0.5,0.6,solved,cancelled,false,support,"",2,Free,East Midlands,18-24,Male,"test",Neutral,,"other;miscellaneous"
ND-2025-001850,2026-01-01T00:00:00Z,2025-10-16T09:15:44Z,email,service_request,account_admin,audit_log_request,Medium,24.0,21.5,45.0,solved,answered,false,support,"",48,Enterprise,South East,35-44,Female,"Our security team needs the logs from the Xero Connector syncs.",Neutral,4,"audit_log;xero;connector;security"
ND-2025-001851,2026-01-01T00:00:00Z,2025-10-16T11:00:10Z,phone,incident,access_permissions,mfa_reset,Urgent,4.0,1.0,3.2,solved,fixed,false,support,"",15,Pro,London,55-64,Male,"Director lost phone needs bypass code for Orbit ID immediately.",Negative,5,"mfa;urgent;orbit_id;admin;reset"
ND-2025-001852,2026-01-01T00:00:00Z,2025-10-16T14:30:33Z,email,service_request,security_privacy,mfa_policy,High,8.0,4.0,9.0,solved,duplicate,false,security,"",20,Pro,South West,25-34,Female,"When is the mandatory MFA rolling out?",Neutral,,"mfa;orbit_id;policy;compliance"
ND-2025-001853,2026-01-01T00:00:00Z,2025-10-17T08:20:18Z,webchat,incident,security_privacy,suspicious_activity,Medium,24.0,3.5,12.0,solved,fixed,false,support,"",5,Standard,Wales,35-44,Male,"It says I'm logged in from Amsterdam but I'm in Cardiff.",Negative,4,"suspicious_login;orbit_id;security;geo_location"
ND-2025-001854,2026-01-01T00:00:00Z,2025-10-17T10:05:05Z,email,service_request,account_admin,notification_settings,Low,48.0,30.0,35.0,solved,answered,false,support,"",11,Standard,North East,25-34,Female,"Unsubscribe from weekly digests.",Neutral,3,"notifications;email_prefs;settings;spam"
ND-2025-001855,2026-01-01T00:00:00Z,2025-10-17T12:45:50Z,in_app,service_request,access_permissions,role_assignment,Medium,24.0,5.0,18.0,solved,fixed,false,support,"",25,Enterprise,London,45-54,Male,"Need to elevate permissions for the auditor account.",Neutral,5,"permissions;admin;audit_log;role_assignment"
ND-2025-001856,2026-01-01T00:00:00Z,2025-10-18T09:10:22Z,email,service_request,security_privacy,penetration_test_report,Low,72.0,48.0,70.0,pending,"",false,security,"",50,Enterprise,Scotland,35-44,Female,"Sending over our Pen Test scope for next month.",Neutral,,"penetration_test;security;compliance;admin"
ND-2025-001857,2026-01-01T00:00:00Z,2025-10-18T11:30:15Z,webchat,service_request,other,sales_inquiry,Low,48.0,10.0,22.0,solved,answered,false,support,"",0,Free,East of England,25-34,Male,"Do you offer discounts for non-profits?",Positive,,"sales;inquiry;discount;pricing"
ND-2025-001858,2026-01-01T00:00:00Z,2025-10-18T14:00:44Z,email,incident,security_privacy,session_timeout,Medium,24.0,8.5,20.0,solved,answered,false,engineering,"",16,Pro,London,35-44,Female,"Orbit ID keeps logging me out every 10 minutes.",Negative,2,"session_timeout;bug;orbit_id;login"
ND-2025-001859,2026-01-01T00:00:00Z,2025-10-19T08:50:30Z,phone,service_request,access_permissions,locked_out,Urgent,4.0,0.5,2.0,solved,fixed,false,support,"",2,Standard,North West,18-24,Male,"Cant log in.",Negative,,"locked_out;orbit_id;login;error"
ND-2025-001860,2026-01-01T00:00:00Z,2025-10-19T10:40:12Z,email,service_request,account_admin,user_add_remove,Low,48.0,40.0,45.0,solved,fixed,false,support,"",13,Standard,South East,45-54,Female,"Please delete the account for t.jones@company.com.",Neutral,4,"user_management;admin;closure;security"
ND-2025-001861,2026-01-01T00:00:00Z,2025-10-19T13:15:55Z,webchat,incident,security_privacy,mfa_policy,High,8.0,3.0,6.0,solved,answered,false,security,"",21,Pro,Yorkshire,25-34,Male,"MFA codes are arriving 10 minutes late.",Negative,2,"mfa;latency;orbit_id;mobile;bug"
ND-2025-001862,2026-01-01T00:00:00Z,2025-10-20T09:00:05Z,email,service_request,access_permissions,sso_setup,Medium,24.0,16.0,23.0,open,"",false,support,"",35,Enterprise,London,35-44,Female,"Need assistance mapping SAML attributes for Google Workspace.",Neutral,,"sso;google_auth;orbit_id;setup"
ND-2025-001863,2026-01-01T00:00:00Z,2025-10-20T11:25:33Z,in_app,service_request,account_admin,org_settings,Low,48.0,12.0,30.0,solved,answered,false,support,"",6,Standard,West Midlands,25-34,Male,"Where do I change the time zone for the whole organisation?",Neutral,5,"settings;timezone;admin;organization"
ND-2025-001864,2026-01-01T00:00:00Z,2025-10-20T14:40:10Z,email,incident,security_privacy,suspicious_activity,Urgent,4.0,1.5,3.0,solved,fixed,true,security,engineering,40,Enterprise,North East,45-54,Female,"Critical: Unauthorized admin access detected.",Negative,5,"suspicious_login;security;admin;breach"
ND-2025-001865,2026-01-01T00:00:00Z,2025-10-21T08:30:25Z,webchat,service_request,other,wrong_number,Low,48.0,1.0,1.2,solved,cancelled,false,support,"",0,Free,London,18-24,Male,"hello??",Neutral,,"other;miscellaneous;spam"
ND-2025-001866,2026-01-01T00:00:00Z,2025-10-21T10:10:44Z,email,service_request,access_permissions,domain_verification,Medium,24.0,19.5,22.0,solved,answered,false,support,"",8,Pro,South West,35-44,Female,"TXT record added for domain verification but still failing.",Negative,3,"domain;verification;sso;dns;error"
ND-2025-001867,2026-01-01T00:00:00Z,2025-10-21T12:55:18Z,phone,incident,security_privacy,mfa_policy,High,8.0,2.0,5.5,solved,duplicate,false,support,"",22,Pro,Scotland,25-34,Male,"Why do I have to enter a code every time??",Negative,2,"mfa;orbit_id;login;annoyance"
ND-2025-001868,2026-01-01T00:00:00Z,2025-10-21T15:20:50Z,email,service_request,account_admin,audit_log_request,Medium,24.0,23.0,26.0,solved,answered,false,data,"",55,Enterprise,London,55-64,Female,"Require full audit trail of dashboard changes for last week.",Neutral,5,"audit_log;dashboard;polaris;admin"
ND-2025-001869,2026-01-01T00:00:00Z,2025-10-22T09:15:12Z,email,incident,security_privacy,vulnerability_disclosure,High,8.0,1.0,4.0,solved,fixed,true,security,engineering,12,Pro,East Midlands,35-44,Male,"Responsible disclosure: IDOR vulnerability in invoice download.",Neutral,,"vulnerability;invoice;security;bug"
ND-2025-001870,2026-01-01T00:00:00Z,2025-10-22T11:40:30Z,webchat,service_request,access_permissions,invite_user,Low,48.0,5.0,15.0,solved,answered,false,support,"",4,Standard,Northern Ireland,25-34,Female,"Can I invite a user with read-only access?",Neutral,4,"invite;permissions;admin;read_only"
ND-2025-001871,2026-01-01T00:00:00Z,2025-10-22T14:00:55Z,in_app,service_request,security_privacy,gdpr_request,Medium,24.0,10.5,20.0,solved,answered,false,security,"",17,Pro,London,35-44,Male,"Where are your servers located?",Neutral,,"privacy;gdpr;data;location"
ND-2025-001872,2026-01-01T00:00:00Z,2025-10-23T08:50:20Z,email,service_request,other,partnership_request,Low,48.0,30.0,40.0,solved,answered,false,support,"",0,Free,North West,45-54,Female,"Marketing partnership proposal.",Positive,,"partnership;sales;marketing"
ND-2025-001873,2026-01-01T00:00:00Z,2025-10-23T10:30:15Z,phone,incident,access_permissions,locked_out,Urgent,4.0,0.2,1.5,solved,fixed,false,support,"",6,Standard,Wales,25-34,Male,"Im locked out and have a board meeting in 20 mins.",Negative,5,"locked_out;orbit_id;urgent;polaris"
ND-2025-001874,2026-01-01T00:00:00Z,2025-10-23T13:10:44Z,email,service_request,account_admin,user_add_remove,Low,48.0,42.0,45.5,solved,fixed,false,support,"",20,Pro,London,35-44,Female,"Swap licence from Tim to Sarah.",Neutral,4,"user_management;admin;licence;seat_limit"
ND-2025-001875,2026-01-01T00:00:00Z,2025-10-24T09:00:10Z,webchat,incident,security_privacy,mfa_policy,High,8.0,1.5,4.5,solved,duplicate,false,support,"",30,Enterprise,South East,25-34,Male,"MFA isn't accepting my codes.",Negative,2,"mfa;orbit_id;error;login"
ND-2025-001876,2026-01-01T00:00:00Z,2025-10-24T11:15:33Z,email,service_request,access_permissions,password_reset,Medium,24.0,5.0,8.0,solved,fixed,false,support,"",9,Standard,Yorkshire,45-54,Female,"Reset password link is broken.",Negative,3,"password;broken_link;bug;login"
ND-2025-001877,2026-01-01T00:00:00Z,2025-10-24T14:45:18Z,email,service_request,security_privacy,soc2,Medium,24.0,22.0,24.0,solved,answered,false,security,"",45,Enterprise,London,35-44,Male,"Security Questionnaire for renewal.",Neutral,,"soc2;compliance;security;renewal"
ND-2025-001878,2026-01-01T00:00:00Z,2025-10-25T09:20:50Z,in_app,incident,account_admin,org_settings,Low,48.0,10.0,15.0,open,"",false,support,"",14,Pro,East of England,25-34,Female,"Cannot update VAT number in settings.",Negative,,"settings;vat;billing;bug"
ND-2025-001879,2026-01-01T00:00:00Z,2025-10-25T11:55:05Z,webchat,service_request,other,spam,Low,48.0,0.5,0.6,solved,cancelled,false,support,"",0,Free,London,18-24,Male,"Make money online fast.",Neutral,,"spam;other;miscellaneous"
ND-2025-001880,2026-01-01T00:00:00Z,2025-10-25T14:30:22Z,email,incident,security_privacy,suspicious_activity,High,8.0,2.0,5.0,solved,fixed,false,security,"",28,Pro,South West,35-44,Female,"Login attempt from China? We are UK based only.",Negative,5,"suspicious_login;geo_location;security;orbit_id"
ND-2025-001881,2026-01-01T00:00:00Z,2025-10-26T08:40:15Z,phone,service_request,access_permissions,role_assignment,Medium,24.0,6.0,18.0,solved,answered,false,support,"",12,Standard,North West,45-54,Male,"What permissions does the 'Analyst' role have?",Neutral,4,"permissions;role_assignment;admin;help_center"
ND-2025-001882,2026-01-01T00:00:00Z,2025-10-26T10:50:44Z,email,service_request,account_admin,audit_log_request,Medium,24.0,18.5,23.5,solved,answered,false,support,"",40,Enterprise,Scotland,25-34,Female,"Checking who deleted the 'Sales Q3' Polaris Board.",Neutral,,"audit_log;polaris;deletion;admin"
ND-2025-001883,2026-01-01T00:00:00Z,2025-10-26T13:25:30Z,webchat,incident,security_privacy,mfa_policy,High,8.0,1.2,3.5,solved,answered,false,support,"",23,Pro,London,35-44,Male,"MFA keeps asking me to verify every time I switch tabs.",Negative,2,"mfa;bug;orbit_id;session_timeout"
ND-2025-001884,2026-01-01T00:00:00Z,2025-10-27T09:10:55Z,email,service_request,access_permissions,sso_setup,Low,48.0,15.0,35.0,solved,answered,false,support,"",5,Standard,West Midlands,25-34,Female,"Is SSO available on the Standard plan?",Neutral,4,"sso;pricing;standard;plan_change_billing"
ND-2025-001885,2026-01-01T00:00:00Z,2025-10-27T11:35:10Z,in_app,service_request,other,test_ticket,Low,48.0,2.0,2.1,solved,cancelled,false,support,"",3,Free,London,18-24,Male,"checking chat bubbles",Neutral,,"other;ui"
ND-2025-001886,2026-01-01T00:00:00Z,2025-10-27T14:50:20Z,email,incident,security_privacy,vulnerability_disclosure,Urgent,4.0,0.8,5.0,solved,fixed,true,security,engineering,50,Enterprise,North East,35-44,Female,"High severity: SQL Injection possibility in search bar.",Negative,,"vulnerability;security;bug;database"
ND-2025-001887,2026-01-01T00:00:00Z,2025-10-28T08:30:45Z,phone,incident,access_permissions,account_locked,High,8.0,1.0,2.5,solved,fixed,false,support,"",8,Pro,South East,45-54,Male,"Account locked and password reset not working.",Negative,3,"locked_out;password;bug;orbit_id"
ND-2025-001888,2026-01-01T00:00:00Z,2025-10-28T10:15:33Z,email,service_request,account_admin,notification_settings,Low,48.0,44.0,46.0,solved,answered,false,support,"",15,Standard,London,25-34,Female,"Turn off marketing emails thanks.",Neutral,4,"notifications;email_prefs;spam;admin"
ND-2025-001889,2026-01-01T00:00:00Z,2025-10-28T12:40:18Z,webchat,service_request,security_privacy,gdpr_request,Medium,24.0,12.0,21.5,solved,answered,false,security,"",10,Pro,Wales,35-44,Male,"How do I download all my data?",Neutral,5,"gdpr;export;data;privacy"
ND-2025-001890,2026-01-01T00:00:00Z,2025-10-28T15:05:05Z,email,incident,security_privacy,suspicious_activity,Medium,24.0,18.0,24.0,solved,answered,false,support,"",26,Enterprise,North West,45-54,Female,"Strange activity logs showing updates I didn't make.",Negative,4,"suspicious_login;audit_log;security;admin"
ND-2025-001891,2026-01-01T00:00:00Z,2025-10-29T09:00:50Z,in_app,service_request,access_permissions,invite_user,Low,48.0,8.5,12.0,solved,answered,false,support,"",3,Standard,London,25-34,Male,"Invite pending for 3 days.",Neutral,,"invite;user_management;admin;status"
ND-2025-001892,2026-01-01T00:00:00Z,2025-10-29T11:25:22Z,email,service_request,other,sales_inquiry,Low,48.0,20.0,25.0,solved,answered,false,support,"",0,Free,South West,35-44,Female,"Demo request for Northstar Enterprise.",Positive,,"sales;inquiry;enterprise_tier;demo"
ND-2025-001893,2026-01-01T00:00:00Z,2025-10-29T13:50:10Z,phone,incident,security_privacy,mfa_policy,High,8.0,2.5,6.0,solved,duplicate,false,support,"",18,Pro,Scotland,45-54,Male,"MFA is broken again.",Negative,1,"mfa;bug;orbit_id;error"
ND-2025-001894,2026-01-01T00:00:00Z,2025-10-30T08:20:30Z,email,service_request,account_admin,user_add_remove,Low,48.0,35.0,40.0,solved,fixed,false,support,"",30,Pro,East Midlands,25-34,Female,"Remove ex-employee access immediately.",Neutral,5,"user_management;security;admin;closure"
