case_id,snapshot_at,created_at,channel,case_type,category,subcategory,priority,sla_target_hours,first_response_time_hours,resolution_time_hours,status,resolution_code,escalated,assigned_team,escalation_team,customer_tenure_months,plan_tier,region_uk,age_band,gender,case_summary,sentiment,csat_score,tags
ND-2025-002010,2026-01-01T00:00:00Z,2025-11-04T11:12:30Z,email,service_request,billing_payments,invoice_error,Medium,24.0,22.1,45.2,solved,fixed,FALSE,billing,"",25,Pro,South East,45-54,M,"The VAT amount on the latest invoice looks wrong.",Negative,4,"invoice;vat;payment;error;billing"
ND-2025-002011,2026-01-01T00:00:00Z,2025-11-04T16:20:55Z,webchat,incident,data_reporting,missing_data,High,8.0,0.8,12.4,solved,fixed,FALSE,data,"",10,Enterprise,Yorkshire,35-44,F,"Data from yesterday is missing from the main Polaris board.",Negative,2,"polaris;missing_data;dashboard;report"
ND-2025-002012,2026-01-01T00:00:00Z,2025-11-05T08:30:05Z,email,service_request,account_admin,notification_settings,Low,48.0,40.2,"",on_hold,"",FALSE,support,"",2,Free,West Midlands,18-24,M,"Stop sending me so many emails about weekly summaries.",Neutral,"","notifications;email_prefs;settings;spam"
ND-2025-002013,2026-01-01T00:00:00Z,2025-11-05T09:45:12Z,email,incident,access_permissions,sso_setup,High,8.0,4.5,"",open,"",TRUE,support,security,50,Enterprise,London,45-54,F,"Need help configuring Okta for Orbit ID SSO.",Neutral,"","sso;okta;orbit_id;configuration;admin"
ND-2025-002014,2026-01-01T00:00:00Z,2025-11-05T14:10:44Z,phone,incident,bug,ui_glitch,Medium,24.0,0.1,2.5,solved,fixed,FALSE,engineering,"",15,Pro,East of England,35-44,M,"The save button is greyed out on the widget editor.",Negative,5,"bug;ui;glitch;widget;editor"
ND-2025-002015,2026-01-01T00:00:00Z,2025-11-06T10:00:01Z,email,service_request,account_admin,data_retention,Low,48.0,30.5,50.1,solved,answered,FALSE,support,"",33,Standard,Scotland,25-34,F,"What is your data retention policy for closed accounts?",Neutral,5,"retention;gdpr;policy;admin;compliance"
ND-2025-002016,2026-01-01T00:00:00Z,2025-11-06T12:22:33Z,in_app,service_request,other,sales_inquiry,Medium,24.0,2.0,24.5,solved,answered,FALSE,support,"",0,Free,London,25-34,M,"Interested in upgrading to Enterprise for the Salesforce connector.",Positive,5,"sales;upgrade;enterprise_tier;connector;inquiry"
ND-2025-002017,2026-01-01T00:00:00Z,2025-11-06T15:55:10Z,webchat,incident,access_permissions,account_locked,Urgent,4.0,0.1,1.2,solved,fixed,FALSE,support,"",7,Pro,South East,35-44,F,"Locked out of my account after too many Orbit ID attempts.",Negative,4,"locked_out;orbit_id;login;security;reset"
ND-2025-002018,2026-01-01T00:00:00Z,2025-11-07T09:12:45Z,email,service_request,account_admin,org_settings,Medium,24.0,18.5,"",open,"",FALSE,support,"",60,Enterprise,North West,55-64,M,"Need to change the organization name on the invoice.",Neutral,"","admin;settings;invoice;organization"
ND-2025-002019,2026-01-01T00:00:00Z,2025-11-07T11:40:22Z,email,incident,integrations,mapping_error,High,8.0,3.5,14.2,solved,workaround,TRUE,data,engineering,21,Standard,Yorkshire,25-34,M,"Fields aren't mapping correctly from HubSpot to the contact widget.",Negative,3,"mapping_error;hubspot;widget;integration;connector"
ND-2025-002020,2026-01-01T00:00:00Z,2025-11-07T13:30:15Z,webchat,service_request,how_to_training,onboarding_help,Medium,24.0,0.5,1.5,solved,answered,FALSE,support,"",1,Standard,London,25-34,F,"New user here needing a walkthrough of the dashboard setup.",Positive,5,"onboarding;how_to;dashboard;setup;training"
ND-2025-002021,2026-01-01T00:00:00Z,2025-11-08T08:50:00Z,email,service_request,account_admin,user_add_remove,Low,48.0,45.1,"",pending,"",FALSE,support,"",11,Pro,South West,45-54,M,"Please remove access for an ex-employee immediately.",Neutral,"","user_management;admin;security;access"
ND-2025-002022,2026-01-01T00:00:00Z,2025-11-08T10:15:30Z,in_app,incident,performance_outage,degraded_performance,High,8.0,1.2,5.5,solved,fixed,FALSE,engineering,"",28,Standard,East Midlands,35-44,F,"System is running very slow this morning.",Negative,3,"slow;latency;performance;loading;spinner"
ND-2025-002023,2026-01-01T00:00:00Z,2025-11-09T14:05:55Z,email,service_request,billing_payments,vat_receipt,Low,72.0,26.0,49.5,solved,answered,FALSE,billing,"",4,Standard,Northern Ireland,25-34,M,"Can I get a VAT receipt for the last payment?",Neutral,5,"vat;invoice;payment;receipt;billing"
ND-2025-002024,2026-01-01T00:00:00Z,2025-11-09T16:40:11Z,webchat,incident,bug,mobile_issue,Medium,24.0,1.1,3.2,solved,duplicate,FALSE,engineering,"",9,Pro,London,35-44,M,"Mobile app crashes when I open the Polaris Board.",Negative,"","mobile;app_crash;polaris;bug;crash"
ND-2025-002025,2026-01-01T00:00:00Z,2025-11-10T09:00:25Z,email,service_request,account_admin,audit_log_request,Low,48.0,15.5,"",open,"",FALSE,support,"",41,Enterprise,South East,45-54,F,"Compliance requires an audit log of all logins last week.",Neutral,"","audit_log;security;compliance;login;admin"
ND-2025-002026,2026-01-01T00:00:00Z,2025-11-10T09:30:44Z,phone,incident,security_privacy,suspicious_activity,Urgent,4.0,0.1,2.0,solved,fixed,TRUE,support,security,13,Standard,West Midlands,25-34,M,"Unrecognised login attempt flagged on my Orbit ID.",Negative,5,"suspicious_login;security;orbit_id;alert;privacy"
ND-2025-002027,2026-01-01T00:00:00Z,2025-11-10T11:20:12Z,email,incident,data_reporting,incorrect_filtering,Medium,24.0,6.5,22.1,solved,fixed,FALSE,data,"",5,Pro,North East,35-44,F,"Filter not working on the sales widget.",Negative,4,"filter;widget;bug;glitch;polaris"
ND-2025-002028,2026-01-01T00:00:00Z,2025-11-10T14:55:03Z,in_app,service_request,account_admin,user_add_remove,Medium,24.0,4.2,18.5,solved,fixed,FALSE,support,"",20,Standard,London,35-44,M,"Need to add a consultant to the platform.",Neutral,5,"user_management;invite;admin;access"
ND-2025-002029,2026-01-01T00:00:00Z,2025-11-11T08:15:30Z,email,incident,integrations,rate_limit_hit,High,8.0,2.5,"",open,"",FALSE,engineering,"",30,Enterprise,Scotland,45-54,M,"API is returning 429 errors on the connector.",Negative,"","api;rate_limit;error;connector;integration"
ND-2025-002030,2026-01-01T00:00:00Z,2025-11-11T10:05:15Z,webchat,service_request,billing_payments,plan_change_billing,Medium,24.0,1.5,5.5,solved,fixed,FALSE,billing,"",2,Free,Wales,18-24,F,"I want to upgrade to Pro tier.",Positive,5,"upgrade;subscription;pro_tier;billing;sales"
ND-2025-002031,2026-01-01T00:00:00Z,2025-11-11T12:45:50Z,email,service_request,account_admin,org_settings,Low,48.0,38.2,52.1,solved,answered,FALSE,support,"",18,Standard,South West,35-44,F,"How do I change the default currency in org settings?",Neutral,4,"settings;currency;admin;configuration;money"
ND-2025-002032,2026-01-01T00:00:00Z,2025-11-11T15:30:22Z,email,incident,bug,browser_compatibility,Medium,24.0,20.5,"",pending,"",FALSE,engineering,"",6,Pro,East of England,25-34,M,"Polaris board layout is broken on Safari.",Negative,"","safari;browser;ui;glitch;polaris"
ND-2025-002033,2026-01-01T00:00:00Z,2025-11-12T09:10:05Z,in_app,service_request,account_admin,user_add_remove,Medium,24.0,5.5,23.1,solved,fixed,FALSE,support,"",14,Standard,London,35-44,F,"Add new user to the team.",Neutral,5,"user_management;admin;invite;access"
ND-2025-002034,2026-01-01T00:00:00Z,2025-11-12T11:25:40Z,email,incident,access_permissions,mfa_reset,High,8.0,3.2,6.5,solved,fixed,FALSE,security,"",3,Standard,North West,25-34,M,"Lost my phone need 2FA reset for Orbit ID.",Negative,5,"mfa;2fa;reset;orbit_id;security"
ND-2025-002035,2026-01-01T00:00:00Z,2025-11-12T13:50:15Z,webchat,service_request,other,test_ticket,Low,48.0,0.2,0.5,solved,cancelled,FALSE,support,"",0,Free,Yorkshire,18-24,M,"Just testing the chat support.",Neutral,"","other;test;inquiry"
ND-2025-002036,2026-01-01T00:00:00Z,2025-11-12T16:15:33Z,email,service_request,account_admin,notification_settings,Low,48.0,42.5,"",on_hold,"",FALSE,support,"",22,Pro,South East,45-54,F,"Please disable marketing emails.",Neutral,"","notifications;email_prefs;spam;admin;settings"
ND-2025-002037,2026-01-01T00:00:00Z,2025-11-13T08:40:12Z,phone,incident,performance_outage,full_outage,Urgent,4.0,0.3,3.8,solved,fixed,TRUE,engineering,engineering,35,Enterprise,London,35-44,M,"Total outage cannot access Northstar at all.",Negative,2,"uptime;crash;500_error;outage;status_page"
ND-2025-002038,2026-01-01T00:00:00Z,2025-11-13T10:30:55Z,email,service_request,data_reporting,report_permissions,Medium,24.0,8.5,20.2,solved,answered,FALSE,data,"",9,Standard,East Midlands,25-34,F,"Share report with external stakeholder.",Neutral,4,"report;permissions;sharing;polaris;admin"
ND-2025-002039,2026-01-01T00:00:00Z,2025-11-13T12:05:40Z,webchat,service_request,account_admin,user_add_remove,Medium,24.0,1.2,4.5,solved,fixed,FALSE,billing,"",4,Free,Scotland,18-24,M,"I can't find the button to add a user.",Neutral,4,"user_management;admin;ui;help_center"
ND-2025-002040,2026-01-01T00:00:00Z,2025-11-13T15:20:10Z,email,incident,integrations,webhook_failure,High,8.0,5.5,12.1,solved,fixed,FALSE,engineering,"",26,Pro,North East,35-44,M,"Shopify webhooks are failing since yesterday.",Negative,4,"webhook;shopify;failure;api;connector"
ND-2025-002041,2026-01-01T00:00:00Z,2025-11-14T09:00:00Z,in_app,service_request,how_to_training,documentation_clarification,Low,48.0,20.5,"",open,"",FALSE,support,"",2,Standard,South West,25-34,F,"Docs are unclear about the JSON format for the API.",Neutral,"","docs;api;json;how_to;clarification"
ND-2025-002042,2026-01-01T00:00:00Z,2025-11-14T10:45:22Z,email,service_request,account_admin,account_closure,Medium,24.0,22.5,25.5,solved,answered,TRUE,support,billing,16,Standard,Wales,35-44,M,"We wish to close our account and export our data.",Negative,3,"closure;retention;export;admin;cancellation"
ND-2025-002043,2026-01-01T00:00:00Z,2025-11-14T13:15:55Z,webchat,incident,billing_payments,payment_failed,Urgent,4.0,0.5,2.5,solved,fixed,FALSE,billing,"",7,Pro,London,45-54,F,"Payment failed but card is valid.",Negative,5,"payment;credit_card;stripe;error;billing"
ND-2025-002044,2026-01-01T00:00:00Z,2025-11-14T16:00:30Z,email,service_request,account_admin,user_add_remove,Medium,24.0,15.5,"",pending,"",FALSE,support,"",5,Standard,West Midlands,25-34,M,"Adding a new admin user.",Neutral,"","user_management;admin;invite;permissions"
ND-2025-002045,2026-01-01T00:00:00Z,2025-11-15T09:20:15Z,email,incident,bug,regression_after_update,High,8.0,6.2,16.5,solved,fixed,TRUE,engineering,engineering,40,Enterprise,South East,35-44,F,"Latest v2 update broke our custom widgets.",Negative,2,"regression;v2_update;widget;bug;error"
ND-2025-002046,2026-01-01T00:00:00Z,2025-11-15T11:10:45Z,in_app,service_request,access_permissions,role_assignment,Medium,24.0,2.5,5.2,solved,fixed,FALSE,support,"",11,Standard,Yorkshire,25-34,M,"Need to change user role to viewer only.",Neutral,5,"role_assignment;permissions;admin;user_management"
ND-2025-002047,2026-01-01T00:00:00Z,2025-11-15T14:30:20Z,webchat,service_request,account_admin,org_settings,Low,48.0,1.2,3.5,solved,answered,FALSE,support,"",2,Free,London,18-24,F,"Where do I find the API key in settings?",Neutral,5,"settings;api;key;admin;configuration"
ND-2025-002048,2026-01-01T00:00:00Z,2025-11-16T08:55:00Z,email,incident,performance_outage,database_slow,High,8.0,4.5,"",open,"",FALSE,engineering,"",23,Pro,North West,35-44,M,"Database sync is very slow today.",Negative,"","database;slow;latency;sync;performance"
ND-2025-002049,2026-01-01T00:00:00Z,2025-11-16T10:40:33Z,email,service_request,account_admin,user_add_remove,Medium,24.0,12.5,"",new,"",FALSE,support,"",15,Standard,Scotland,25-34,F,"Remove user from the account.",Neutral,"","user_management;admin;closure;security"
ND-2025-002050,2026-01-01T00:00:00Z,2025-11-16T13:25:12Z,phone,incident,security_privacy,gdpr_request,Urgent,4.0,1.5,4.2,solved,answered,TRUE,support,security,19,Pro,East of England,45-54,M,"Urgent GDPR right to erasure request.",Neutral,5,"gdpr;privacy;deletion;compliance;admin"
ND-2025-002051,2026-01-01T00:00:00Z,2025-11-17T09:05:40Z,email,service_request,other,wrong_number,Low,48.0,2.1,2.2,solved,cancelled,FALSE,support,"",0,Free,London,18-24,F,"Is this the pizza place?",Neutral,"","spam;other;miscellaneous"
ND-2025-002052,2026-01-01T00:00:00Z,2025-11-17T10:50:15Z,webchat,service_request,account_admin,billing_contact_update,Low,48.0,0.8,1.5,solved,fixed,FALSE,billing,"",8,Standard,South West,35-44,M,"Change billing email address.",Neutral,5,"admin;billing;email_prefs;settings"
ND-2025-002053,2026-01-01T00:00:00Z,2025-11-17T14:15:25Z,email,incident,data_reporting,export_issue,Medium,24.0,18.5,40.1,solved,workaround,FALSE,data,"",14,Pro,Northern Ireland,25-34,F,"PDF export of the Polaris board is formatting strangely.",Negative,3,"pdf;export;formatting;polaris;bug"
ND-2025-002054,2026-01-01T00:00:00Z,2025-11-17T16:30:55Z,email,service_request,account_admin,user_add_remove,Medium,24.0,20.2,"",pending,"",FALSE,support,"",3,Standard,London,25-34,M,"Add new finance manager.",Neutral,"","user_management;admin;invite;access"
ND-2025-002055,2026-01-01T00:00:00Z,2025-11-18T08:45:10Z,in_app,incident,integrations,third_party_outage,High,8.0,2.2,8.5,solved,answered,FALSE,engineering,"",29,Enterprise,South East,35-44,F,"Salesforce is down and Northstar isn't syncing.",Negative,4,"salesforce;sync;outage;integration;connector"
ND-2025-002056,2026-01-01T00:00:00Z,2025-11-18T10:10:40Z,email,service_request,account_admin,org_settings,Medium,24.0,14.5,"",open,"",FALSE,support,"",12,Standard,North East,45-54,M,"Change company address in settings.",Neutral,"","settings;admin;organization;address"
ND-2025-002057,2026-01-01T00:00:00Z,2025-11-18T12:55:20Z,webchat,incident,access_permissions,domain_verification,Medium,24.0,1.1,4.2,solved,fixed,FALSE,support,"",5,Pro,Wales,25-34,F,"Domain verification failed for our email.",Negative,5,"domain;verification;admin;dns;email_prefs"
ND-2025-002058,2026-01-01T00:00:00Z,2025-11-18T15:40:30Z,email,service_request,how_to_training,best_practice,Low,48.0,40.5,45.2,solved,answered,FALSE,support,"",22,Standard,West Midlands,35-44,M,"Best practices for dashboard layout?",Neutral,5,"best_practice;dashboard;layout;polaris;training"
ND-2025-002059,2026-01-01T00:00:00Z,2025-11-19T09:00:15Z,email,service_request,account_admin,user_add_remove,Medium,24.0,22.1,"",pending,"",FALSE,support,"",9,Standard,London,25-34,F,"Please delete the old user accounts.",Neutral,"","user_management;admin;closure;security"
ND-2025-002060,2026-01-01T00:00:00Z,2025-11-19T11:20:45Z,phone,incident,billing_payments,duplicate_charge,Urgent,4.0,0.8,3.5,solved,refunded,FALSE,billing,"",18,Pro,South West,45-54,M,"I've been charged twice for this month's subscription.",Negative,5,"duplicate;charge;payment;refund;billing"
ND-2025-002061,2026-01-01T00:00:00Z,2025-11-19T13:35:10Z,email,service_request,other,partnership_request,Low,48.0,46.5,"",on_hold,"",FALSE,support,"",0,Free,Yorkshire,35-44,F,"We would like to partner with Northstar Desk.",Positive,"","partnership;sales;inquiry;other"
ND-2025-002062,2026-01-01T00:00:00Z,2025-11-19T16:05:55Z,webchat,incident,bug,broken_link,Medium,24.0,0.5,1.2,solved,fixed,FALSE,engineering,"",6,Standard,East Midlands,25-34,M,"Link to the help centre gives a 404.",Neutral,4,"404;broken_link;help_center;bug;error"
ND-2025-002063,2026-01-01T00:00:00Z,2025-11-20T08:50:30Z,email,service_request,account_admin,audit_log_request,Low,48.0,25.5,"",open,"",FALSE,support,"",31,Enterprise,London,45-54,F,"Require audit logs for internal review.",Neutral,"","audit_log;admin;compliance;security"
ND-2025-002064,2026-01-01T00:00:00Z,2025-11-20T10:15:40Z,in_app,incident,performance_outage,intermittent_errors,High,8.0,2.5,7.8,solved,fixed,FALSE,engineering,"",17,Pro,North West,35-44,M,"Getting random errors when saving widgets.",Negative,3,"error;save;widget;intermittent;bug"
ND-2025-002065,2026-01-01T00:00:00Z,2025-11-20T12:40:10Z,email,service_request,account_admin,user_add_remove,Medium,24.0,16.2,"",pending,"",FALSE,support,"",10,Standard,Scotland,25-34,F,"Add a new user please.",Neutral,"","user_management;admin;invite;access"
ND-2025-002066,2026-01-01T00:00:00Z,2025-11-20T15:00:25Z,email,incident,data_reporting,timezone_confusion,Medium,24.0,18.5,22.1,solved,answered,FALSE,data,"",4,Standard,South East,25-34,M,"Reports are showing times in UTC not BST.",Neutral,5,"timezone;report;polaris;admin;configuration"
ND-2025-002067,2026-01-01T00:00:00Z,2025-11-21T09:10:50Z,webchat,service_request,account_admin,notification_settings,Low,48.0,0.5,1.2,solved,fixed,FALSE,support,"",8,Free,London,18-24,F,"Turn off email notifications.",Neutral,5,"notifications;email_prefs;settings;admin"
ND-2025-002068,2026-01-01T00:00:00Z,2025-11-21T11:35:15Z,email,incident,integrations,timeout_error,High,8.0,5.2,10.5,solved,fixed,TRUE,engineering,engineering,25,Enterprise,West Midlands,35-44,M,"Connector timeout on large data sync.",Negative,3,"timeout;connector;sync;error;latency"
ND-2025-002069,2026-01-01T00:00:00Z,2025-11-21T14:20:40Z,email,service_request,account_admin,user_add_remove,Medium,24.0,19.5,"",new,"",FALSE,support,"",13,Standard,Wales,25-34,F,"Please invite this email to the organization.",Neutral,"","invite;user_management;admin;access"
ND-2025-002070,2026-01-01T00:00:00Z,2025-11-22T08:30:00Z,in_app,incident,bug,app_crash,Medium,24.0,1.5,4.2,solved,fixed,FALSE,engineering,"",5,Pro,North East,35-44,M,"App crashes when I export to PDF.",Negative,4,"app_crash;export;pdf;mobile;bug"
ND-2025-002071,2026-01-01T00:00:00Z,2025-11-22T10:55:33Z,email,service_request,account_admin,org_settings,Medium,24.0,22.1,"",open,"",FALSE,support,"",20,Standard,South West,45-54,F,"Need to update the VAT number in settings.",Neutral,"","vat;settings;admin;billing;organization"
ND-2025-002072,2026-01-01T00:00:00Z,2025-11-22T13:40:10Z,email,incident,billing_payments,pricing_query,Low,48.0,30.5,45.2,solved,answered,FALSE,billing,"",3,Free,Yorkshire,25-34,M,"Why is the pro tier so expensive?",Negative,5,"pricing;pro_tier;subscription;inquiry;billing"
ND-2025-002073,2026-01-01T00:00:00Z,2025-11-23T09:15:45Z,webchat,service_request,account_admin,user_add_remove,Medium,24.0,0.8,2.5,solved,fixed,FALSE,support,"",7,Standard,London,25-34,F,"Remove user.",Neutral,5,"user_management;admin;security;closure"
ND-2025-002074,2026-01-01T00:00:00Z,2025-11-23T11:40:20Z,email,incident,security_privacy,penetration_test_report,Medium,72.0,20.5,"",open,"",TRUE,security,security,55,Enterprise,London,35-44,M,"Submitting our annual pentest report for review.",Neutral,"","penetration_test;security;compliance;report"
ND-2025-002075,2026-01-01T00:00:00Z,2025-11-23T14:10:55Z,phone,service_request,how_to_training,examples_needed,Medium,24.0,1.2,3.5,solved,answered,FALSE,support,"",12,Standard,East Midlands,25-34,F,"Do you have examples of sales dashboards?",Positive,5,"examples;dashboard;polaris;how_to;best_practice"
ND-2025-002076,2026-01-01T00:00:00Z,2025-11-24T08:55:10Z,email,service_request,account_admin,data_retention,Low,48.0,40.1,"",on_hold,"",FALSE,support,"",2,Pro,South East,35-44,M,"Query about data retention periods.",Neutral,"","retention;gdpr;data;admin;policy"
ND-2025-002077,2026-01-01T00:00:00Z,2025-11-24T10:30:40Z,in_app,incident,bug,screen_freeze,Medium,24.0,3.5,6.2,solved,fixed,FALSE,engineering,"",6,Standard,North West,25-34,F,"Screen freezes when I click the widget.",Negative,4,"screen_freeze;widget;ui;bug;glitch"
ND-2025-002078,2026-01-01T00:00:00Z,2025-11-24T13:00:25Z,email,service_request,account_admin,user_add_remove,Medium,24.0,21.5,"",pending,"",FALSE,support,"",16,Standard,London,35-44,M,"Add two new users.",Neutral,"","user_management;admin;invite;access"
ND-2025-002079,2026-01-01T00:00:00Z,2025-11-24T15:45:50Z,webchat,incident,integrations,oauth_token_issue,High,8.0,1.5,5.2,solved,fixed,FALSE,engineering,"",28,Pro,Scotland,45-54,F,"OAuth token for Salesforce keeps expiring.",Negative,4,"oauth;token;salesforce;auth;connector"
ND-2025-002080,2026-01-01T00:00:00Z,2025-11-25T09:20:15Z,email,service_request,account_admin,org_settings,Medium,24.0,15.5,"",open,"",FALSE,support,"",11,Standard,Wales,25-34,M,"Update company name.",Neutral,"","settings;admin;organization;profile"
ND-2025-002081,2026-01-01T00:00:00Z,2025-11-25T11:55:30Z,email,incident,performance_outage,login_service_down,Urgent,4.0,0.2,1.8,solved,fixed,TRUE,support,engineering,45,Enterprise,London,35-44,F,"Nobody can log in to Orbit ID.",Negative,2,"login;orbit_id;down;outage;500_error"
ND-2025-002082,2026-01-01T00:00:00Z,2025-11-25T14:30:05Z,in_app,service_request,billing_payments,refund_request,Medium,24.0,4.5,12.1,solved,refunded,FALSE,billing,"",5,Pro,South East,25-34,M,"Requesting a refund for the unused seats.",Neutral,5,"refund;subscription;seat_limit;billing;payment"
ND-2025-002083,2026-01-01T00:00:00Z,2025-11-26T08:40:40Z,email,service_request,account_admin,user_add_remove,Medium,24.0,20.5,"",pending,"",FALSE,support,"",19,Standard,East of England,35-44,F,"Please add user to the account.",Neutral,"","user_management;admin;invite;access"
ND-2025-002084,2026-01-01T00:00:00Z,2025-11-26T10:15:10Z,webchat,service_request,how_to_training,troubleshooting_steps,Low,48.0,0.8,2.2,solved,answered,FALSE,support,"",3,Free,London,18-24,M,"Steps to reset my dashboard?",Neutral,5,"dashboard;reset;how_to;polaris;training"
ND-2025-002085,2026-01-01T00:00:00Z,2025-11-26T13:00:35Z,email,incident,data_reporting,delayed_refresh,High,8.0,6.5,15.2,solved,fixed,FALSE,data,"",14,Standard,West Midlands,35-44,F,"Data refresh is delayed by 4 hours.",Negative,3,"refresh;latency;polaris;data;delayed"
ND-2025-002086,2026-01-01T00:00:00Z,2025-11-26T15:45:00Z,email,service_request,account_admin,audit_log_request,Low,48.0,42.1,"",on_hold,"",FALSE,support,"",8,Pro,Yorkshire,25-34,M,"Need last month's audit logs.",Neutral,"","audit_log;admin;security;compliance"
ND-2025-002087,2026-01-01T00:00:00Z,2025-11-27T09:10:25Z,phone,incident,access_permissions,invite_user,Medium,24.0,1.5,4.5,solved,fixed,FALSE,support,"",6,Standard,South West,45-54,F,"Invite link for new user isn't working.",Negative,5,"invite;error;user_management;admin;bug"
ND-2025-002088,2026-01-01T00:00:00Z,2025-11-27T11:30:50Z,email,service_request,account_admin,user_add_remove,Medium,24.0,23.5,"",new,"",FALSE,support,"",12,Standard,North East,25-34,M,"Add a user.",Neutral,"","user_management;admin;invite;access"
ND-2025-002089,2026-01-01T00:00:00Z,2025-11-27T14:05:15Z,in_app,incident,bug,ui_glitch,Low,48.0,5.2,8.5,solved,fixed,FALSE,engineering,"",22,Pro,London,35-44,F,"Glitch in the header menu.",Neutral,4,"ui;glitch;bug;menu;polaris"
ND-2025-002090,2026-01-01T00:00:00Z,2025-11-28T08:50:45Z,email,service_request,account_admin,org_settings,Medium,24.0,18.2,"",open,"",FALSE,support,"",30,Enterprise,Scotland,45-54,M,"Update organization details.",Neutral,"","settings;admin;organization;profile"
ND-2025-002091,2026-01-01T00:00:00Z,2025-11-28T10:25:20Z,webchat,service_request,other,sales_inquiry,Medium,24.0,0.5,1.2,solved,answered,FALSE,support,"",0,Free,South East,25-34,F,"Do you offer a discount for non-profits?",Positive,5,"sales;inquiry;discount;subscription;other"
ND-2025-002092,2026-01-01T00:00:00Z,2025-11-28T13:10:55Z,email,incident,integrations,json,High,8.0,4.2,12.5,solved,fixed,FALSE,engineering,"",24,Pro,East Midlands,35-44,M,"JSON parsing error on the API.",Negative,4,"json;api;error;connector;integration"
ND-2025-002093,2026-01-01T00:00:00Z,2025-11-28T15:45:30Z,email,service_request,account_admin,user_add_remove,Medium,24.0,21.1,"",pending,"",FALSE,support,"",15,Standard,London,25-34,F,"Delete user.",Neutral,"","user_management;admin;closure;security"
ND-2025-002094,2026-01-01T00:00:00Z,2025-11-29T09:30:00Z,phone,incident,security_privacy,session_timeout,Medium,24.0,1.2,3.8,solved,answered,FALSE,support,"",8,Standard,North West,35-44,M,"Session times out too quickly.",Negative,4,"session_timeout;security;login;orbit_id;settings"
ND-2025-002095,2026-01-01T00:00:00Z,2025-11-29T11:15:25Z,email,service_request,account_admin,billing_contact_update,Low,48.0,35.5,42.1,solved,fixed,FALSE,billing,"",11,Pro,South West,45-54,F,"Update billing email.",Neutral,5,"admin;billing;email_prefs;settings"
