case_id,snapshot_at,created_at,channel,case_type,category,subcategory,priority,sla_target_hours,first_response_time_hours,resolution_time_hours,status,resolution_code,escalated,assigned_team,escalation_team,customer_tenure_months,plan_tier,region_uk,age_band,gender,case_summary,sentiment,csat_score,tags
ND-2025-001620,2026-01-01T00:00:00Z,2025-09-04T12:55:10Z,in_app,service_request,data_reporting,delayed_refresh,High,8.0,4.2,9.1,solved,fixed,false,data,"",30,Enterprise,North West,45-54,M,"Data in Polaris hasn't refreshed since yesterday",Negative,2,polaris;delayed_refresh;sync;dashboard
ND-2025-001621,2026-01-01T00:00:00Z,2025-09-04T14:15:55Z,email,incident,integrations,mapping_error,Medium,24.0,8.5,30.0,solved,fixed,false,engineering,"",11,Standard,Yorkshire,25-34,NB,"Field mapping incorrect in HubSpot Connector",Negative,3,connector;hubspot;mapping_error;integration
ND-2025-001622,2026-01-01T00:00:00Z,2025-09-05T09:05:30Z,webchat,service_request,how_to_training,documentation_clarification,Low,48.0,1.8,6.2,solved,answered,false,support,"",5,Pro,London,35-44,F,"Clarification needed on docs for API rate limits",Neutral,4,how_to;docs;api;limit;help_center
ND-2025-001623,2026-01-01T00:00:00Z,2025-09-05T10:40:15Z,email,incident,bug,browser_compatibility,Medium,24.0,20.0,26.5,solved,workaround,false,engineering,"",19,Standard,South East,45-54,M,"Polaris Board won't scroll on Firefox",Negative,3,bug;firefox;ui;glitch;dashboard
ND-2025-001624,2026-01-01T00:00:00Z,2025-09-05T12:25:40Z,in_app,service_request,data_reporting,missing_data,High,8.0,3.5,8.0,solved,fixed,false,data,"",28,Enterprise,London,35-44,F,"Critical KPI widget missing from executive Polaris Board",Negative,"",polaris;kpi;missing_data;widget;dashboard
ND-2025-001625,2026-01-01T00:00:00Z,2025-09-05T13:50:00Z,email,service_request,account_admin,billing_contact_update,Low,48.0,14.2,40.1,solved,answered,false,support,"",10,Standard,Northern Ireland,25-34,M,"Need to change the email for invoices",Neutral,5,admin;email_prefs;billing;settings
ND-2025-001626,2026-01-01T00:00:00Z,2025-09-05T15:15:25Z,phone,incident,performance_outage,database_slow,Urgent,4.0,0.8,4.5,solved,fixed,true,engineering,engineering,35,Pro,London,35-44,M,"System is crawling practically unusable",Negative,1,slow;database;latency;performance
ND-2025-001627,2026-01-01T00:00:00Z,2025-09-06T09:30:12Z,email,service_request,data_reporting,dashboard_mismatch,Medium,24.0,5.5,21.0,solved,fixed,false,data,"",16,Standard,Wales,25-34,F,"Numbers on Polaris don't match Xero export",Negative,3,polaris;dashboard;xero;mismatch;chart
ND-2025-001628,2026-01-01T00:00:00Z,2025-09-06T11:05:44Z,webchat,service_request,how_to_training,feature_how_to,Low,48.0,2.0,10.5,solved,answered,false,support,"",2,Free,South West,18-24,M,"How do I create a new Widget?",Neutral,4,how_to;widget;creation;setup;polaris
ND-2025-001629,2026-01-01T00:00:00Z,2025-09-06T13:45:55Z,in_app,incident,bug,broken_link,Medium,24.0,7.2,18.0,solved,fixed,false,engineering,"",25,Pro,London,45-54,F,"Link to settings returns 404",Negative,3,bug;404;broken_link;settings
ND-2025-001630,2026-01-01T00:00:00Z,2025-09-07T08:20:10Z,email,service_request,data_reporting,incorrect_filtering,High,8.0,1.5,6.5,solved,fixed,false,data,"",45,Enterprise,Scotland,35-44,M,"Date filter on Polaris Board ignores end date",Negative,4,polaris;filter;date;bug;dashboard
ND-2025-001631,2026-01-01T00:00:00Z,2025-09-07T10:00:30Z,webchat,service_request,billing_payments,refund_request,Medium,24.0,4.0,22.0,solved,fixed,false,billing,"",3,Standard,East of England,25-34,F,"Requesting refund for unused seat",Neutral,5,refund;payment;seat_limit;subscription
ND-2025-001632,2026-01-01T00:00:00Z,2025-09-07T11:35:45Z,email,service_request,how_to_training,best_practice,Low,48.0,23.5,45.2,solved,answered,false,support,"",8,Standard,North West,35-44,M,"Best way to organize multiple Polaris Boards?",Neutral,5,how_to;best_practice;polaris;organization
ND-2025-001633,2026-01-01T00:00:00Z,2025-09-07T14:10:05Z,in_app,incident,bug,regression_after_update,High,8.0,2.5,9.0,solved,fixed,true,engineering,engineering,33,Enterprise,London,35-44,F,"Widgets broken after the v2 update",Negative,2,bug;regression;v2_update;widget;glitch
ND-2025-001634,2026-01-01T00:00:00Z,2025-09-08T09:15:20Z,email,service_request,data_reporting,export_issue,Medium,24.0,6.0,25.5,solved,workaround,false,data,"",13,Pro,South East,45-54,M,"Excel export formatting is all over the place",Negative,3,polaris;export;csv;format;bug
ND-2025-001635,2026-01-01T00:00:00Z,2025-09-08T10:50:40Z,phone,incident,access_permissions,sso_setup,High,8.0,0.5,5.2,solved,fixed,false,support,"",55,Enterprise,London,35-44,F,"SSO via Okta is failing for all users",Urgent,"",sso;okta;orbit_id;login;admin
ND-2025-001636,2026-01-01T00:00:00Z,2025-09-08T12:30:55Z,webchat,service_request,how_to_training,configuration,Medium,24.0,1.2,12.5,solved,answered,false,support,"",4,Standard,West Midlands,25-34,M,"Configuring custom fiscal year on Polaris",Neutral,5,how_to;configuration;polaris;date;setup
ND-2025-001637,2026-01-01T00:00:00Z,2025-09-08T14:05:15Z,email,service_request,other,partnership_request,Low,72.0,40.0,68.0,solved,answered,false,support,"",0,Free,London,35-44,F,"Inquiry about reseller partnership",Positive,5,partnership;inquiry;sales;other
ND-2025-001638,2026-01-01T00:00:00Z,2025-09-09T08:55:30Z,in_app,incident,bug,ui_glitch,Medium,24.0,3.5,19.0,solved,fixed,false,engineering,"",20,Pro,North East,25-34,NB,"Save button overlaps with cancel on widget edit screen",Negative,4,bug;ui;glitch;widget;screen_freeze
ND-2025-001639,2026-01-01T00:00:00Z,2025-09-09T10:20:45Z,email,service_request,data_reporting,missing_data,High,8.0,2.1,10.0,solved,fixed,false,data,"",42,Enterprise,London,45-54,M,"Data missing from Q3 Polaris report urgent",Negative,2,polaris;missing_data;report;urgent;kpi
ND-2025-001640,2026-01-01T00:00:00Z,2025-09-09T11:45:10Z,webchat,service_request,how_to_training,video_tutorial,Low,48.0,1.5,4.0,solved,answered,false,support,"",1,Free,Scotland,18-24,F,"Is there a video tutorial for the Shopify Connector?",Neutral,5,how_to;video_tutorial;shopify;connector;training
ND-2025-001641,2026-01-01T00:00:00Z,2025-09-09T13:30:25Z,email,incident,performance_outage,intermittent_errors,High,8.0,1.0,6.5,solved,fixed,false,engineering,"",29,Standard,London,35-44,M,"Getting random errors when saving changes to Polaris Board",Negative,3,error;polaris;save;intermittent_errors;glitch
ND-2025-001642,2026-01-01T00:00:00Z,2025-09-09T15:10:50Z,phone,service_request,integrations,timeout_error,Medium,24.0,5.2,28.5,open,"",false,engineering,"",14,Pro,South East,35-44,F,"Salesforce sync keeps timing out",Negative,"",connector;salesforce;timeout;sync;api
ND-2025-001643,2026-01-01T00:00:00Z,2025-09-10T09:05:05Z,email,service_request,data_reporting,widget_issue,Medium,24.0,8.0,22.0,solved,fixed,false,data,"",7,Standard,South West,25-34,M,"Widget not displaying currency symbol",Neutral,4,polaris;widget;currency;display;bug
ND-2025-001644,2026-01-01T00:00:00Z,2025-09-10T10:45:20Z,in_app,service_request,account_admin,audit_log_request,Low,48.0,15.5,44.0,solved,answered,false,support,"",5,Pro,London,45-54,F,"Need audit log for user activity last month",Neutral,5,audit_log;admin;security;user_management
ND-2025-001645,2026-01-01T00:00:00Z,2025-09-10T12:15:35Z,webchat,incident,bug,app_crash,High,8.0,0.4,4.5,solved,fixed,false,engineering,"",31,Enterprise,North West,35-44,M,"Mobile app crashes on launch iOS",Negative,2,bug;mobile;crash;app_crash;ios
ND-2025-001646,2026-01-01T00:00:00Z,2025-09-10T14:00:55Z,email,service_request,data_reporting,report_permissions,Medium,24.0,4.5,20.2,solved,fixed,false,data,"",17,Standard,Yorkshire,25-34,F,"Permissions setting for Polaris Board not saving",Negative,3,polaris;permissions;save;bug;dashboard
ND-2025-001647,2026-01-01T00:00:00Z,2025-09-11T08:30:15Z,email,service_request,how_to_training,onboarding_help,Low,48.0,3.0,15.0,solved,answered,false,support,"",2,Free,London,18-24,M,"New to Northstar need help setting up first Connector",Positive,5,how_to;onboarding;connector;setup;help_center
ND-2025-001648,2026-01-01T00:00:00Z,2025-09-11T10:10:40Z,webchat,service_request,billing_payments,plan_change_billing,Medium,24.0,1.5,5.5,solved,fixed,false,billing,"",12,Pro,East Midlands,35-44,F,"Want to downgrade from Pro to Standard",Neutral,4,downgrade;subscription;billing;plan_change_billing
ND-2025-001649,2026-01-01T00:00:00Z,2025-09-11T11:55:00Z,in_app,service_request,data_reporting,export_issue,Medium,24.0,9.0,26.0,solved,workaround,false,data,"",21,Standard,Wales,45-54,M,"PDF export cuts off the bottom of the Polaris Board",Negative,3,polaris;export;pdf;format;bug
ND-2025-001650,2026-01-01T00:00:00Z,2025-09-11T13:40:25Z,phone,incident,security_privacy,mfa_policy,Urgent,4.0,0.1,1.5,solved,fixed,true,security,security,60,Enterprise,London,55-64,M,"MFA code not arriving for Admin account",Negative,"",mfa;security;admin;login;orbit_id
ND-2025-001651,2026-01-01T00:00:00Z,2025-09-12T09:20:50Z,email,incident,bug,error,High,8.0,2.0,7.0,solved,fixed,false,engineering,"",10,Pro,London,35-44,F,"500 error when accessing the integrations page",Negative,2,500_error;bug;integration;connector;error
ND-2025-001652,2026-01-01T00:00:00Z,2025-09-12T11:05:10Z,webchat,service_request,how_to_training,examples_needed,Low,48.0,1.8,8.2,solved,answered,false,support,"",5,Standard,South East,25-34,M,"Any examples of sales dashboards for Polaris?",Neutral,5,how_to;examples_needed;polaris;dashboard;sales
ND-2025-001653,2026-01-01T00:00:00Z,2025-09-12T12:45:35Z,in_app,service_request,data_reporting,delayed_refresh,Medium,24.0,6.5,23.0,solved,fixed,false,data,"",36,Enterprise,North West,45-54,F,"Real-time widget is lagging by 20 mins",Negative,3,polaris;widget;latency;real_time;delayed_refresh
ND-2025-001654,2026-01-01T00:00:00Z,2025-09-12T14:30:55Z,email,service_request,access_permissions,role_assignment,Low,48.0,10.0,35.0,solved,answered,false,support,"",8,Pro,London,35-44,M,"Need to change user role to Editor",Neutral,5,user_management;role_assignment;admin;permissions
ND-2025-001655,2026-01-01T00:00:00Z,2025-09-13T09:40:20Z,email,service_request,data_reporting,chart_configuration,Medium,24.0,5.0,21.5,solved,fixed,false,data,"",15,Standard,South West,25-34,F,"Cannot change color on pie chart widget",Neutral,4,polaris;widget;chart;configuration;ui
ND-2025-001656,2026-01-01T00:00:00Z,2025-09-13T11:25:45Z,webchat,service_request,how_to_training,walkthrough,Low,48.0,0.5,2.5,solved,answered,false,support,"",3,Free,London,18-24,NB,"Can you walk me through the Polaris dashboard basics?",Positive,5,how_to;walkthrough;polaris;dashboard;training
ND-2025-001657,2026-01-01T00:00:00Z,2025-09-14T10:15:10Z,email,incident,bug,screen_freeze,High,8.0,2.8,11.0,solved,fixed,false,engineering,"",40,Enterprise,East of England,45-54,M,"Screen freezes when dragging widgets",Negative,2,bug;screen_freeze;ui;widget;glitch
ND-2025-001658,2026-01-01T00:00:00Z,2025-09-14T13:00:30Z,phone,service_request,other,wrong_number,Low,48.0,0.5,0.6,solved,cancelled,false,support,"",0,Free,London,55-64,F,"Looking for North Star Shipping",Neutral,"",other;wrong_number;spam;miscellaneous
ND-2025-001659,2026-01-01T00:00:00Z,2025-09-15T08:50:55Z,email,service_request,data_reporting,timezone_confusion,Medium,24.0,7.0,25.0,solved,answered,false,data,"",18,Pro,Scotland,35-44,M,"Timezone setting on Polaris Board seems ignored",Negative,3,polaris;timezone;settings;bug;dashboard
ND-2025-001660,2026-01-01T00:00:00Z,2025-09-15T10:35:15Z,webchat,service_request,how_to_training,troubleshooting_steps,Medium,24.0,1.5,14.0,solved,answered,false,support,"",9,Standard,London,25-34,F,"Troubleshooting steps for connector sync issues?",Neutral,4,how_to;troubleshooting_steps;connector;sync;help_center
ND-2025-001661,2026-01-01T00:00:00Z,2025-09-15T12:20:40Z,in_app,incident,performance_outage,loading,Urgent,4.0,0.3,3.8,solved,fixed,true,engineering,engineering,55,Enterprise,South East,35-44,M,"Polaris Board keeps spinning and won't load",Negative,2,spinner;loading;performance;polaris;slow
ND-2025-001662,2026-01-01T00:00:00Z,2025-09-15T14:10:05Z,email,service_request,data_reporting,missing_data,High,8.0,2.2,9.5,solved,fixed,false,data,"",23,Standard,North West,45-54,F,"Missing data for September in sales widget",Negative,3,polaris;missing_data;widget;sales;bug
ND-2025-001663,2026-01-01T00:00:00Z,2025-09-16T09:00:25Z,email,incident,bug,chrome,Medium,24.0,5.5,20.0,solved,fixed,false,engineering,"",11,Pro,London,35-44,M,"Visual glitch on Chrome when viewing Polaris Board",Negative,4,bug;chrome;glitch;polaris;ui
ND-2025-001664,2026-01-01T00:00:00Z,2025-09-16T10:45:50Z,webchat,service_request,how_to_training,permissions_explainer,Low,48.0,2.0,8.5,solved,answered,false,support,"",6,Standard,Yorkshire,25-34,NB,"Explain the difference between Admin and Editor roles",Neutral,5,how_to;permissions;admin;role_assignment;help_center
ND-2025-001665,2026-01-01T00:00:00Z,2025-09-16T12:30:10Z,in_app,service_request,billing_payments,vat_receipt,Low,48.0,10.5,30.2,solved,answered,false,billing,"",14,Pro,London,45-54,M,"Need VAT receipt for last month's subscription",Neutral,5,vat;invoice;payment;billing;receipt
ND-2025-001666,2026-01-01T00:00:00Z,2025-09-16T14:15:35Z,email,service_request,data_reporting,export_issue,Medium,24.0,6.0,22.5,solved,workaround,false,data,"",27,Enterprise,South West,35-44,F,"Exporting large Polaris Board results in empty file",Negative,3,polaris;export;csv;bug;empty
ND-2025-001667,2026-01-01T00:00:00Z,2025-09-17T08:50:00Z,phone,incident,access_permissions,locked_out,Urgent,4.0,0.2,1.2,solved,fixed,false,support,"",4,Free,London,18-24,M,"Completely locked out of my account help",Negative,"",locked_out;orbit_id;login;password;urgent
ND-2025-001668,2026-01-01T00:00:00Z,2025-09-17T10:35:20Z,email,service_request,how_to_training,setup,Medium,24.0,3.0,18.0,solved,answered,false,support,"",2,Standard,East Midlands,25-34,F,"Setting up a new Connector for Google Sheets",Neutral,4,how_to;setup;connector;google;integration
ND-2025-001669,2026-01-01T00:00:00Z,2025-09-17T12:20:45Z,webchat,incident,bug,v2_update,High,8.0,1.0,6.5,solved,fixed,false,engineering,"",38,Pro,North East,45-54,M,"Filters broken since the v2 update yesterday",Negative,2,bug;v2_update;filter;regression;polaris
ND-2025-001670,2026-01-01T00:00:00Z,2025-09-17T14:05:05Z,in_app,service_request,data_reporting,dashboard_mismatch,Medium,24.0,5.2,27.0,solved,fixed,false,data,"",20,Standard,London,35-44,F,"Polaris totals do not equal the sum of widgets",Negative,3,polaris;dashboard;mismatch;bug;calculation
ND-2025-001671,2026-01-01T00:00:00Z,2025-09-18T09:10:30Z,email,service_request,account_admin,data_retention,Low,48.0,18.0,50.5,solved,answered,false,support,"",50,Enterprise,South East,35-44,M,"Question about data retention policies for GDPR",Neutral,5,gdpr;retention;legal;admin;compliance
ND-2025-001672,2026-01-01T00:00:00Z,2025-09-18T10:55:55Z,webchat,service_request,how_to_training,feature_how_to,Medium,24.0,2.5,15.0,solved,answered,false,support,"",5,Free,Wales,18-24,NB,"How to share a Polaris Board with external client?",Neutral,5,how_to;sharing;polaris;dashboard;collaboration
ND-2025-001673,2026-01-01T00:00:00Z,2025-09-18T12:40:15Z,email,incident,integrations,webhook_failure,High,8.0,1.8,7.5,solved,fixed,true,engineering,engineering,16,Pro,London,35-44,M,"Stripe webhook failure notifications received",Negative,3,webhook;stripe;connector;failure;api
ND-2025-001674,2026-01-01T00:00:00Z,2025-09-18T14:25:40Z,in_app,service_request,data_reporting,incorrect_filtering,Medium,24.0,4.0,20.0,solved,fixed,false,data,"",10,Standard,Scotland,25-34,F,"Filtering by category in Polaris not working",Negative,3,polaris;filter;bug;category;dashboard
ND-2025-001675,2026-01-01T00:00:00Z,2025-09-19T08:45:00Z,phone,incident,bug,mobile,Medium,24.0,3.5,16.5,solved,fixed,false,engineering,"",30,Enterprise,North West,45-54,M,"Cannot view Polaris widgets on Android tablet",Negative,3,bug;mobile;android;polaris;widget
ND-2025-001676,2026-01-01T00:00:00Z,2025-09-19T10:30:25Z,email,service_request,how_to_training,best_practice,Low,48.0,5.0,30.0,solved,answered,false,support,"",7,Standard,London,35-44,F,"Best practice for naming Connectors?",Neutral,5,how_to;best_practice;connector;naming;organization
ND-2025-001677,2026-01-01T00:00:00Z,2025-09-19T12:15:50Z,webchat,service_request,data_reporting,delayed_refresh,Medium,24.0,2.0,18.0,solved,fixed,false,data,"",25,Pro,South West,25-34,M,"Sync is slow and Polaris data is old",Negative,2,polaris;delayed_refresh;sync;slow;dashboard
ND-2025-001678,2026-01-01T00:00:00Z,2025-09-19T14:00:10Z,email,service_request,billing_payments,duplicate_charge,High,8.0,3.0,10.0,solved,fixed,false,billing,"",4,Standard,Yorkshire,45-54,F,"Duplicate charge on my credit card this month",Negative,1,duplicate_charge;payment;credit_card;billing;error
ND-2025-001679,2026-01-01T00:00:00Z,2025-09-20T09:20:30Z,in_app,service_request,data_reporting,report_permissions,Medium,24.0,8.5,24.0,solved,fixed,false,data,"",12,Standard,London,35-44,M,"Manager cannot edit the Polaris Board I created",Neutral,4,polaris;permissions;edit;access;dashboard
ND-2025-001680,2026-01-01T00:00:00Z,2025-09-20T11:05:55Z,email,service_request,how_to_training,docs,Low,48.0,2.5,12.0,solved,answered,false,support,"",3,Free,East of England,25-34,NB,"Docs link for Orbit ID is broken",Neutral,5,how_to;docs;broken_link;orbit_id;help_center
ND-2025-001681,2026-01-01T00:00:00Z,2025-09-20T13:40:20Z,webchat,incident,bug,ui,Medium,24.0,1.5,14.5,solved,fixed,false,engineering,"",22,Pro,London,35-44,F,"Font size on Polaris widget is too small to read",Negative,4,bug;ui;font;polaris;widget
ND-2025-001682,2026-01-01T00:00:00Z,2025-09-21T09:50:40Z,email,service_request,data_reporting,export_issue,Medium,24.0,7.0,26.5,solved,workaround,false,data,"",35,Enterprise,South East,45-54,M,"Cannot export widget data to CSV",Negative,3,polaris;export;csv;widget;bug
ND-2025-001683,2026-01-01T00:00:00Z,2025-09-21T11:35:05Z,phone,incident,performance_outage,latency_spike,Urgent,4.0,0.5,3.0,solved,fixed,true,engineering,engineering,60,Enterprise,London,35-44,M,"Major lag when switching between Polaris Boards",Negative,2,latency;slow;polaris;dashboard;performance
ND-2025-001684,2026-01-01T00:00:00Z,2025-09-21T14:20:30Z,email,service_request,how_to_training,setup,Medium,24.0,4.0,20.0,solved,answered,false,support,"",1,Standard,North West,25-34,F,"Help setting up the HubSpot Connector",Neutral,5,how_to;setup;hubspot;connector;integration
ND-2025-001685,2026-01-01T00:00:00Z,2025-09-22T08:55:50Z,in_app,incident,bug,error,High,8.0,2.0,8.5,solved,fixed,false,engineering,"",19,Pro,Scotland,35-44,M,"Error 404 when clicking on widget details",Negative,3,bug;404;error;widget;polaris
ND-2025-001686,2026-01-01T00:00:00Z,2025-09-22T10:40:15Z,webchat,service_request,data_reporting,missing_data,Medium,24.0,3.0,18.5,solved,fixed,false,data,"",9,Standard,London,25-34,NB,"Widget showing no data for yesterday",Neutral,4,polaris;missing_data;widget;bug;dashboard
ND-2025-001687,2026-01-01T00:00:00Z,2025-09-22T12:25:40Z,email,service_request,security_privacy,gdpr_request,Low,48.0,20.0,55.0,solved,answered,false,security,"",24,Pro,South West,45-54,F,"GDPR deletion request for a former employee",Neutral,5,gdpr;privacy;deletion;admin;security
ND-2025-001688,2026-01-01T00:00:00Z,2025-09-22T14:10:00Z,phone,incident,access_permissions,mfa_reset,Urgent,4.0,0.2,1.0,solved,fixed,false,support,"",5,Standard,London,35-44,M,"Lost my phone need to reset MFA for Orbit ID",Neutral,"",mfa;reset;orbit_id;security;login
ND-2025-001689,2026-01-01T00:00:00Z,2025-09-23T09:30:25Z,email,service_request,how_to_training,walkthrough,Medium,24.0,5.5,22.0,solved,answered,false,support,"",4,Free,East Midlands,25-34,F,"Walkthrough needed for the new chart types",Positive,5,how_to;walkthrough;chart;polaris;training
ND-2025-001690,2026-01-01T00:00:00Z,2025-09-23T11:15:50Z,webchat,service_request,data_reporting,incorrect_filtering,High,8.0,1.8,7.0,solved,fixed,false,data,"",32,Enterprise,London,35-44,M,"Filter logic OR vs AND is not working on Polaris",Negative,3,polaris;filter;logic;bug;dashboard
ND-2025-001691,2026-01-01T00:00:00Z,2025-09-23T13:00:15Z,in_app,incident,bug,glitch,Medium,24.0,4.0,19.5,solved,fixed,false,engineering,"",13,Standard,North East,25-34,M,"Visual glitch in the sidebar navigation",Neutral,4,bug;ui;glitch;navigation;menu
ND-2025-001692,2026-01-01T00:00:00Z,2025-09-23T14:45:40Z,email,service_request,integrations,rate_limit_hit,High,8.0,2.5,10.0,solved,answered,false,engineering,"",41,Enterprise,London,45-54,F,"Hit API rate limit on the Shopify Connector",Negative,4,connector;shopify;rate_limit;api;error
ND-2025-001693,2026-01-01T00:00:00Z,2025-09-24T08:50:05Z,phone,service_request,other,sales,Low,48.0,1.0,2.5,solved,answered,false,support,"",0,Free,South East,35-44,M,"Enquiry about Enterprise pricing for Northstar",Positive,5,sales;inquiry;enterprise_tier;pricing;other
ND-2025-001694,2026-01-01T00:00:00Z,2025-09-24T10:35:30Z,email,service_request,data_reporting,dashboard_mismatch,Medium,24.0,6.5,26.0,solved,fixed,false,data,"",17,Pro,Wales,25-34,F,"Polaris Board mismatch with source data",Negative,3,polaris;dashboard;mismatch;data;bug
