case_id,snapshot_at,created_at,channel,case_type,category,subcategory,priority,sla_target_hours,first_response_time_hours,resolution_time_hours,status,resolution_code,escalated,assigned_team,escalation_team,customer_tenure_months,plan_tier,region_uk,age_band,gender,case_summary,sentiment,csat_score,tags
ND-2025-000815,2026-01-01T00:00:00Z,2025-05-02T11:20:10Z,webchat,service_request,bug,ui_glitch,Low,48.0,1.0,1.2,solved,duplicate,false,engineering,"",15,Pro,North East,25-34,M,"Screen is weird.",Neutral,"",bug;glitch;ui;v2_update
ND-2025-000816,2026-01-01T00:00:00Z,2025-05-02T13:05:55Z,email,incident,data_reporting,dashboard_mismatch,High,8.0,4.5,10.0,solved,fixed,false,data,"",28,Standard,Scotland,35-44,F,"My KPI widget is showing zero data after the v2.4 rollout.",Negative,2,polaris;widget;kpi;missing_data
ND-2025-000817,2026-01-01T00:00:00Z,2025-05-02T14:30:30Z,email,incident,bug,broken_link,Medium,24.0,14.2,"",on_hold,"",false,engineering,"",6,Standard,London,25-34,F,"The link to 'Manage Connectors' gives a 404.",Neutral,"",bug;404;connector;broken_link
ND-2025-000818,2026-01-01T00:00:00Z,2025-05-03T08:15:10Z,email,service_request,how_to_training,configuration,Medium,24.0,20.1,25.5,solved,answered,false,operations,"",11,Pro,South West,45-54,M,"Need help configuring the new dark mode setting.",Positive,5,how_to;configuration;settings;v2_update
ND-2025-000819,2026-01-01T00:00:00Z,2025-05-03T09:40:45Z,in_app,incident,bug,export_bug,High,8.0,3.0,7.8,solved,fixed,false,engineering,"",33,Enterprise,West Midlands,35-44,F,"CSV export is empty. This is urgent for my weekly meeting.",Negative,5,bug;csv;export;empty
ND-2025-000820,2026-01-01T00:00:00Z,2025-05-03T10:20:00Z,webchat,incident,bug,ui_glitch,Low,72.0,1.5,4.0,solved,fixed,false,engineering,"",50,Standard,London,55-64,M,"Fonts look too small on the new interface.",Neutral,3,bug;ui;glitch;v2_update
ND-2025-000821,2026-01-01T00:00:00Z,2025-05-03T11:00:30Z,email,service_request,account_admin,user_add_remove,Medium,24.0,6.5,22.0,solved,answered,false,operations,"",9,Pro,Yorkshire,25-34,F,"Need to add a new user to our Orbit ID setup.",Neutral,5,admin;user_management;orbit_id;invite
ND-2025-000822,2026-01-01T00:00:00Z,2025-05-04T08:55:12Z,email,incident,performance_outage,database_slow,High,8.0,5.2,14.5,solved,fixed,false,engineering,"",20,Enterprise,London,35-44,M,"Running reports is timing out; spinner just keeps spinning.",Negative,4,timeout;slow;spinner;report
ND-2025-000823,2026-01-01T00:00:00Z,2025-05-04T09:15:40Z,email,incident,bug,ui_glitch,Medium,24.0,22.0,"",open,"",false,engineering,"",4,Standard,East of England,18-24,F,"Colors on the charts are wrong.",Neutral,"",bug;ui;chart;glitch
ND-2025-000824,2026-01-01T00:00:00Z,2025-05-04T10:30:55Z,phone,incident,billing_payments,invoice_error,Urgent,4.0,1.2,3.8,solved,fixed,false,billing,"",30,Pro,North West,45-54,M,"I've been charged twice for the new seat add-on.",Negative,5,duplicate_charge;invoice;payment;billing
ND-2025-000825,2026-01-01T00:00:00Z,2025-05-05T08:45:00Z,email,incident,bug,regression_after_update,High,8.0,2.8,10.1,solved,fixed,false,engineering,"",16,Pro,South East,35-44,F,"Custom date ranges aren't working in the new version.",Negative,4,bug;regression;date_range;v2_update
ND-2025-000826,2026-01-01T00:00:00Z,2025-05-05T09:10:25Z,webchat,service_request,how_to_training,examples_needed,Medium,24.0,0.5,1.8,solved,answered,false,operations,"",2,Free,London,25-34,M,"Can you show me an example of the new widget configuration?",Positive,5,how_to;widget;configuration;examples
ND-2025-000827,2026-01-01T00:00:00Z,2025-05-05T10:00:15Z,email,incident,integrations,api_auth_error,High,8.0,4.0,12.0,solved,fixed,false,engineering,"",24,Enterprise,Scotland,45-54,M,"Our custom API connector stopped working after the update; getting 401s.",Negative,"",api;connector;auth;401_error
ND-2025-000828,2026-01-01T00:00:00Z,2025-05-05T10:45:33Z,email,incident,bug,ui_glitch,Medium,24.0,23.5,"",pending,"",false,engineering,"",8,Standard,Wales,25-34,F,"Header logo is misaligned.",Neutral,"",bug;ui;glitch;header
ND-2025-000829,2026-01-01T00:00:00Z,2025-05-05T11:20:40Z,email,incident,performance_outage,latency_spike,High,8.0,3.5,9.2,solved,fixed,false,engineering,"",13,Pro,North East,35-44,M,"Polaris board is lagging significantly when filtering.",Negative,3,latency;slow;polaris;filter
ND-2025-000830,2026-01-01T00:00:00Z,2025-05-05T12:30:10Z,in_app,service_request,how_to_training,onboarding_help,Medium,24.0,5.0,20.0,solved,answered,false,operations,"",1,Standard,London,18-24,F,"New user here, lost with the layout.",Neutral,4,onboarding;how_to;layout;training
ND-2025-000831,2026-01-01T00:00:00Z,2025-05-06T08:15:55Z,email,incident,bug,mobile_issue,Medium,24.0,12.0,"",open,"",false,engineering,"",5,Pro,South West,25-34,M,"Can't see the new charts on the iPhone app.",Negative,"",mobile;chart;bug;v2_update
ND-2025-000832,2026-01-01T00:00:00Z,2025-05-06T09:00:20Z,webchat,incident,security_privacy,suspicious_activity,Urgent,4.0,0.2,1.5,solved,fixed,true,security,security,38,Enterprise,London,45-54,F,"Unrecognized login alert from Orbit ID.",Negative,"",security;suspicious_login;orbit_id;alert
ND-2025-000833,2026-01-01T00:00:00Z,2025-05-06T09:40:00Z,email,incident,bug,ui_glitch,Medium,24.0,22.8,"",open,"",false,engineering,"",10,Standard,East Midlands,35-44,M,"Navigation menu flickers on Chrome.",Neutral,"",bug;ui;chrome;glitch
ND-2025-000834,2026-01-01T00:00:00Z,2025-05-06T10:15:30Z,email,service_request,how_to_training,feature_how_to,Low,48.0,30.2,45.5,solved,answered,false,operations,"",3,Free,West Midlands,25-34,F,"How do I change the currency symbol on the new widgets?",Neutral,5,how_to;widget;currency;settings
ND-2025-000835,2026-01-01T00:00:00Z,2025-05-06T11:00:45Z,phone,incident,performance_outage,full_outage,Urgent,4.0,0.5,3.0,solved,fixed,true,engineering,engineering,25,Pro,North West,45-54,M,"System is completely down, 502 error everywhere.",Negative,1,500_error;crash;uptime;outage
ND-2025-000836,2026-01-01T00:00:00Z,2025-05-06T13:20:15Z,email,incident,bug,regression_after_update,High,8.0,4.8,15.2,solved,fixed,false,engineering,"",18,Standard,Yorkshire,35-44,F,"Scheduled reports didn't send this morning.",Negative,3,bug;report;regression;email
ND-2025-000837,2026-01-01T00:00:00Z,2025-05-07T08:30:50Z,webchat,service_request,other,sales_inquiry,Medium,24.0,1.0,2.5,solved,answered,false,operations,"",0,Free,London,25-34,M,"Pricing for Enterprise?",Neutral,"",sales;inquiry;enterprise_tier;other
ND-2025-000838,2026-01-01T00:00:00Z,2025-05-07T09:05:00Z,email,incident,bug,ui_glitch,Low,48.0,28.5,47.0,solved,fixed,false,engineering,"",7,Standard,Scotland,45-54,F,"The 'Save' button is slightly cut off at the bottom of the screen.",Neutral,4,bug;ui;glitch;save_button
ND-2025-000839,2026-01-01T00:00:00Z,2025-05-07T09:50:22Z,email,incident,performance_outage,loading,High,8.0,5.5,10.0,solved,fixed,false,engineering,"",30,Pro,South East,35-44,M,"Widgets spinning indefinitely.",Negative,3,spinner;loading;widget;slow
ND-2025-000840,2026-01-01T00:00:00Z,2025-05-07T10:30:10Z,in_app,service_request,how_to_training,best_practice,Medium,24.0,8.2,18.5,solved,answered,false,operations,"",14,Enterprise,London,25-34,F,"Best way to organize Polaris Boards with the new folder structure?",Positive,5,best_practice;polaris;organization;how_to
ND-2025-000841,2026-01-01T00:00:00Z,2025-05-07T11:15:35Z,email,incident,bug,app_crash,Urgent,4.0,1.5,3.2,solved,fixed,false,engineering,"",4,Standard,South West,18-24,M,"App closes when I tap 'Connectors'.",Negative,2,mobile;crash;connector;bug
ND-2025-000842,2026-01-01T00:00:00Z,2025-05-07T12:45:00Z,email,incident,bug,ui_glitch,Medium,24.0,19.0,25.1,solved,fixed,false,support,"",6,Pro,Northern Ireland,35-44,F,"Formatting is off.",Neutral,"",bug;ui;glitch;v2_update
ND-2025-000843,2026-01-01T00:00:00Z,2025-05-08T08:10:45Z,webchat,service_request,how_to_training,documentation_clarification,Low,48.0,4.0,6.5,solved,answered,false,operations,"",9,Standard,London,25-34,M,"Docs say 'click gear icon' but it's a slider now.",Neutral,5,docs;settings;ui;clarification
ND-2025-000844,2026-01-01T00:00:00Z,2025-05-08T09:00:00Z,email,incident,performance_outage,latency_spike,High,8.0,4.0,9.5,solved,fixed,false,engineering,"",22,Enterprise,East of England,45-54,F,"Very slow response times when switching between Polaris Boards.",Negative,3,latency;slow;polaris;switching
ND-2025-000845,2026-01-01T00:00:00Z,2025-05-08T09:35:20Z,phone,incident,access_permissions,account_locked,Urgent,4.0,0.5,1.0,solved,fixed,false,operations,"",12,Pro,West Midlands,35-44,M,"Locked out of Orbit ID after 3 failed attempts.",Negative,5,locked_out;orbit_id;password;login
ND-2025-000846,2026-01-01T00:00:00Z,2025-05-08T10:15:15Z,email,incident,bug,export_bug,Medium,24.0,14.5,"",open,"",false,engineering,"",11,Standard,Yorkshire,25-34,F,"PDF export formatting is messed up since update.",Neutral,"",bug;pdf;export;formatting
ND-2025-000847,2026-01-01T00:00:00Z,2025-05-08T11:00:50Z,email,incident,bug,ui_glitch,Medium,24.0,10.0,22.0,solved,duplicate,false,engineering,"",20,Pro,London,45-54,M,"UI is broken.",Negative,"",bug;ui;glitch;other
ND-2025-000848,2026-01-01T00:00:00Z,2025-05-08T13:40:30Z,webchat,service_request,how_to_training,feature_how_to,Low,48.0,2.5,5.0,solved,answered,false,operations,"",5,Standard,South East,25-34,F,"Where is the 'dark mode' toggle?",Neutral,5,how_to;settings;ui;dark_mode
ND-2025-000849,2026-01-01T00:00:00Z,2025-05-09T08:20:10Z,email,incident,performance_outage,database_slow,High,8.0,6.0,12.5,solved,fixed,false,engineering,"",35,Enterprise,North West,35-44,M,"Database connection error when refreshing large datasets.",Negative,4,database;error;refresh;slow
ND-2025-000850,2026-01-01T00:00:00Z,2025-05-09T09:00:55Z,email,incident,bug,browser_compatibility,Medium,24.0,20.0,26.0,solved,fixed,false,engineering,"",15,Pro,Scotland,25-34,F,"Firefox not displaying the new graphs correctly.",Neutral,4,bug;firefox;graph;ui
ND-2025-000851,2026-01-01T00:00:00Z,2025-05-09T09:45:00Z,in_app,service_request,how_to_training,permissions_explainer,Low,48.0,35.0,46.5,solved,answered,false,operations,"",8,Standard,Wales,35-44,M,"Can viewers see the new edit controls?",Neutral,5,permissions;viewers;admin;how_to
ND-2025-000852,2026-01-01T00:00:00Z,2025-05-09T10:30:25Z,email,incident,bug,ui_glitch,Medium,24.0,22.5,"",open,"",false,engineering,"",3,Free,London,18-24,F,"Buttons overlapping text.",Neutral,"",bug;ui;glitch;v2_update
ND-2025-000853,2026-01-01T00:00:00Z,2025-05-09T11:10:40Z,phone,incident,performance_outage,degraded_performance,Urgent,4.0,1.0,3.5,solved,fixed,false,engineering,"",28,Enterprise,South West,55-64,M,"System is sluggish, barely usable.",Negative,2,slow;latency;performance;unusable
ND-2025-000854,2026-01-01T00:00:00Z,2025-05-09T14:00:15Z,email,incident,bug,regression_after_update,High,8.0,5.0,11.0,solved,fixed,false,engineering,"",19,Pro,East Midlands,35-44,F,"Cannot add new widgets since the update.",Negative,3,bug;widget;regression;error
ND-2025-000855,2026-01-01T00:00:00Z,2025-05-10T09:15:30Z,webchat,service_request,how_to_training,troubleshooting_steps,Medium,24.0,3.0,5.5,solved,answered,false,operations,"",6,Standard,London,25-34,M,"My chart isn't loading, is there a troubleshooting guide?",Neutral,5,troubleshooting;chart;loading;help_center
ND-2025-000856,2026-01-01T00:00:00Z,2025-05-10T10:00:00Z,email,incident,integrations,webhook_failure,High,8.0,4.2,10.8,solved,fixed,false,engineering,"",40,Enterprise,North East,45-54,M,"Salesforce webhooks failing since v2.4.",Negative,4,webhook;salesforce;failure;connector
ND-2025-000857,2026-01-01T00:00:00Z,2025-05-10T11:45:10Z,email,incident,bug,ui_glitch,Medium,24.0,18.0,"",pending,"",false,engineering,"",12,Pro,South East,35-44,F,"Strange whitespace on dashboard.",Neutral,"",bug;ui;dashboard;whitespace
ND-2025-000858,2026-01-01T00:00:00Z,2025-05-11T08:30:45Z,email,incident,performance_outage,latency_spike,High,8.0,6.5,13.0,solved,fixed,false,engineering,"",26,Standard,London,25-34,M,"Lag is bad today.",Negative,3,latency;slow;lag;performance
ND-2025-000859,2026-01-01T00:00:00Z,2025-05-11T09:20:20Z,email,incident,bug,ui_glitch,Medium,24.0,21.0,"",open,"",false,engineering,"",5,Free,West Midlands,18-24,F,"Font issue.",Neutral,"",bug;ui;glitch;font
ND-2025-000860,2026-01-01T00:00:00Z,2025-05-11T10:10:55Z,webchat,service_request,how_to_training,feature_how_to,Medium,24.0,2.0,4.5,solved,answered,false,operations,"",9,Pro,North West,35-44,M,"How do I export to CSV in the new layout?",Neutral,5,how_to;export;csv;layout
ND-2025-000861,2026-01-01T00:00:00Z,2025-05-11T11:30:30Z,phone,incident,bug,mobile_issue,Urgent,4.0,1.2,3.5,solved,fixed,false,engineering,"",32,Enterprise,London,45-54,F,"Mobile app is unusable, keeps freezing.",Negative,2,mobile;freeze;crash;bug
ND-2025-000862,2026-01-01T00:00:00Z,2025-05-12T08:45:15Z,email,incident,bug,regression_after_update,High,8.0,5.5,14.0,solved,fixed,false,engineering,"",17,Pro,Scotland,35-44,M,"Calculated fields are returning errors.",Negative,3,bug;calculation;error;regression
ND-2025-000863,2026-01-01T00:00:00Z,2025-05-12T09:25:40Z,email,incident,performance_outage,loading,Medium,24.0,16.0,25.2,solved,fixed,false,engineering,"",7,Standard,Yorkshire,25-34,F,"Stuck on loading screen.",Negative,4,loading;stuck;spinner;bug
ND-2025-000864,2026-01-01T00:00:00Z,2025-05-12T10:05:05Z,in_app,service_request,how_to_training,best_practice,Low,48.0,40.0,47.5,solved,answered,false,operations,"",2,Standard,South West,35-44,M,"Tips for the new dashboard?",Positive,5,best_practice;dashboard;tips;training
ND-2025-000865,2026-01-01T00:00:00Z,2025-05-12T10:50:00Z,email,incident,bug,ui_glitch,Medium,24.0,19.5,"",open,"",false,engineering,"",10,Pro,East of England,25-34,F,"Overlap on menu items.",Neutral,"",bug;ui;glitch;menu
ND-2025-000866,2026-01-01T00:00:00Z,2025-05-12T11:40:25Z,webchat,service_request,other,test_ticket,Low,48.0,1.0,1.5,solved,answered,false,operations,"",0,Free,London,18-24,M,"Just testing the chat.",Neutral,"",other;test_ticket;miscellaneous
ND-2025-000867,2026-01-01T00:00:00Z,2025-05-13T08:15:50Z,email,incident,data_reporting,incorrect_filtering,High,8.0,4.8,9.0,solved,fixed,false,data,"",23,Enterprise,South East,45-54,M,"Filter logic seems reversed in the new update.",Negative,3,filter;logic;bug;polaris
ND-2025-000868,2026-01-01T00:00:00Z,2025-05-13T09:00:15Z,email,incident,bug,broken_link,Medium,24.0,20.0,24.5,solved,fixed,false,engineering,"",14,Standard,Wales,35-44,F,"Help link goes to 404.",Neutral,4,bug;404;link;help
ND-2025-000869,2026-01-01T00:00:00Z,2025-05-13T09:40:35Z,phone,incident,performance_outage,latency_spike,Urgent,4.0,0.8,2.5,solved,fixed,true,engineering,engineering,31,Pro,London,45-54,M,"System is crawling. We have a board meeting.",Negative,2,slow;latency;urgent;performance
ND-2025-000870,2026-01-01T00:00:00Z,2025-05-13T10:30:00Z,email,service_request,how_to_training,feature_how_to,Medium,24.0,15.0,22.0,solved,answered,false,operations,"",5,Standard,North East,25-34,F,"Where did 'Edit Widget' move to?",Neutral,5,how_to;widget;ui;edit
ND-2025-000871,2026-01-01T00:00:00Z,2025-05-13T11:15:20Z,email,incident,bug,ui_glitch,Low,72.0,48.0,55.0,solved,fixed,false,engineering,"",8,Pro,South West,35-44,M,"Minor alignment issue in settings.",Neutral,4,bug;ui;alignment;settings
ND-2025-000872,2026-01-01T00:00:00Z,2025-05-14T08:50:45Z,webchat,incident,integrations,timeout_error,Medium,24.0,3.5,6.0,solved,fixed,false,engineering,"",16,Enterprise,London,25-34,F,"HubSpot connector timing out.",Negative,4,timeout;hubspot;connector;error
ND-2025-000873,2026-01-01T00:00:00Z,2025-05-14T09:30:10Z,email,incident,bug,ui_glitch,Medium,24.0,18.5,"",open,"",false,engineering,"",4,Standard,East Midlands,18-24,M,"Colours look washed out.",Neutral,"",bug;ui;color;glitch
ND-2025-000874,2026-01-01T00:00:00Z,2025-05-14T10:15:30Z,email,incident,performance_outage,intermittent_errors,High,8.0,6.0,14.5,solved,fixed,false,engineering,"",27,Pro,North West,45-54,F,"Getting random errors when saving.",Negative,3,error;save;intermittent;bug
ND-2025-000875,2026-01-01T00:00:00Z,2025-05-14T11:00:55Z,in_app,service_request,how_to_training,examples_needed,Medium,24.0,10.0,21.0,solved,answered,false,operations,"",3,Free,London,25-34,M,"Need example of new JSON format.",Neutral,5,json;example;how_to;connector
ND-2025-000876,2026-01-01T00:00:00Z,2025-05-14T13:45:20Z,email,incident,bug,regression_after_update,Urgent,4.0,2.5,4.5,solved,fixed,false,engineering,"",21,Enterprise,Scotland,35-44,F,"Cannot login to mobile app since update.",Negative,2,mobile;login;regression;orbit_id
ND-2025-000877,2026-01-01T00:00:00Z,2025-05-15T08:20:45Z,email,incident,bug,ui_glitch,Medium,24.0,17.0,23.5,solved,fixed,false,engineering,"",9,Standard,South East,25-34,M,"The new sidebar overlaps the chart.",Neutral,4,bug;ui;sidebar;chart
ND-2025-000878,2026-01-01T00:00:00Z,2025-05-15T09:10:00Z,phone,service_request,billing_payments,plan_change_billing,Medium,24.0,4.0,8.0,solved,answered,false,billing,"",35,Pro,London,45-54,M,"Want to upgrade to Enterprise for the new features.",Positive,5,upgrade;enterprise_tier;subscription;billing
ND-2025-000879,2026-01-01T00:00:00Z,2025-05-15T09:55:25Z,email,incident,performance_outage,latency_spike,High,8.0,5.0,11.2,solved,fixed,false,engineering,"",13,Standard,South West,35-44,F,"Slow loading.",Negative,3,slow;loading;latency;performance
ND-2025-000880,2026-01-01T00:00:00Z,2025-05-15T10:40:50Z,webchat,service_request,how_to_training,feature_how_to,Medium,24.0,1.5,3.0,solved,answered,false,operations,"",6,Free,Yorkshire,25-34,M,"How do I delete a widget now?",Neutral,5,how_to;widget;delete;ui
ND-2025-000881,2026-01-01T00:00:00Z,2025-05-15T11:25:15Z,email,incident,bug,ui_glitch,Medium,24.0,20.5,"",on_hold,"",false,engineering,"",11,Pro,East of England,35-44,F,"Visual bug in header.",Neutral,"",bug;ui;header;glitch
ND-2025-000882,2026-01-01T00:00:00Z,2025-05-16T08:35:40Z,email,incident,data_reporting,export_issue,High,8.0,6.2,13.5,solved,fixed,false,data,"",29,Enterprise,London,45-54,M,"Exported PDF is blank.",Negative,2,pdf;export;blank;bug
ND-2025-000883,2026-01-01T00:00:00Z,2025-05-16T09:15:05Z,email,incident,bug,browser_compatibility,Medium,24.0,19.0,26.5,solved,workaround,false,engineering,"",5,Standard,North East,25-34,F,"IE11 not working.",Neutral,4,bug;browser;compatibility;ui
ND-2025-000884,2026-01-01T00:00:00Z,2025-05-16T10:00:30Z,email,incident,performance_outage,database_slow,High,8.0,4.5,10.0,solved,fixed,false,engineering,"",18,Pro,Scotland,35-44,M,"Queries taking too long.",Negative,3,slow;query;database;latency
ND-2025-000885,2026-01-01T00:00:00Z,2025-05-16T10:45:55Z,in_app,service_request,how_to_training,documentation_clarification,Low,48.0,38.0,45.0,solved,answered,false,operations,"",4,Free,London,18-24,F,"Docs are unclear about the new filters.",Neutral,4,docs;filter;clarification;training
ND-2025-000886,2026-01-01T00:00:00Z,2025-05-16T13:30:20Z,email,incident,bug,ui_glitch,Medium,24.0,21.5,"",open,"",false,engineering,"",7,Standard,South East,25-34,M,"Layout shift on load.",Neutral,"",bug;ui;layout;glitch
ND-2025-000887,2026-01-01T00:00:00Z,2025-05-17T09:05:45Z,webchat,incident,integrations,oauth_token_issue,High,8.0,3.0,7.5,solved,fixed,false,engineering,"",23,Enterprise,West Midlands,35-44,F,"Token expired error on Shopify connector.",Negative,4,token;oauth;shopify;error
ND-2025-000888,2026-01-01T00:00:00Z,2025-05-17T09:50:10Z,email,incident,bug,mobile_issue,Medium,24.0,15.5,22.0,solved,fixed,false,engineering,"",12,Pro,Wales,25-34,M,"Android app crashing.",Negative,3,mobile;crash;android;bug
ND-2025-000889,2026-01-01T00:00:00Z,2025-05-17T10:35:35Z,email,service_request,how_to_training,onboarding_help,Medium,24.0,12.0,20.0,solved,answered,false,operations,"",1,Standard,London,18-24,F,"Help setting up first board.",Positive,5,onboarding;setup;polaris;training
ND-2025-000890,2026-01-01T00:00:00Z,2025-05-17T11:20:00Z,phone,incident,bug,ui_glitch,Urgent,4.0,1.0,2.5,solved,fixed,false,engineering,"",42,Enterprise,North West,55-64,M,"Dashboard is illegible!",Negative,2,bug;ui;illegible;glitch
ND-2025-000891,2026-01-01T00:00:00Z,2025-05-18T08:45:25Z,email,incident,performance_outage,latency_spike,Medium,24.0,18.0,25.5,solved,fixed,false,engineering,"",8,Standard,South West,35-44,F,"Slower than usual.",Neutral,4,slow;latency;performance;polaris
ND-2025-000892,2026-01-01T00:00:00Z,2025-05-18T09:30:50Z,email,incident,bug,ui_glitch,Medium,24.0,22.2,"",open,"",false,engineering,"",5,Pro,East Midlands,25-34,M,"Icon missing.",Neutral,"",bug;ui;icon;glitch
ND-2025-000893,2026-01-01T00:00:00Z,2025-05-18T10:15:15Z,webchat,service_request,how_to_training,feature_how_to,Medium,24.0,2.5,5.0,solved,answered,false,operations,"",15,Enterprise,London,35-44,F,"How to share a board?",Neutral,5,how_to;share;polaris;collaboration
ND-2025-000894,2026-01-01T00:00:00Z,2025-05-18T11:00:40Z,email,incident,bug,regression_after_update,High,8.0,6.0,12.0,solved,fixed,false,engineering,"",20,Standard,Yorkshire,45-54,M,"Sorting broken in table widget.",Negative,3,bug;sort;table;regression
ND-2025-000895,2026-01-01T00:00:00Z,2025-05-19T08:25:05Z,email,incident,billing_payments,vat_receipt,Low,48.0,25.0,40.0,solved,answered,false,billing,"",10,Pro,South East,35-44,F,"Need VAT receipt for May.",Neutral,5,vat;receipt;billing;invoice
ND-2025-000896,2026-01-01T00:00:00Z,2025-05-19T09:10:30Z,email,incident,bug,ui_glitch,Medium,24.0,23.0,"",pending,"",false,engineering,"",6,Free,London,18-24,M,"Glitchy animation.",Neutral,"",bug;ui;animation;glitch
ND-2025-000897,2026-01-01T00:00:00Z,2025-05-19T09:55:55Z,phone,incident,performance_outage,full_outage,Urgent,4.0,0.2,1.8,solved,fixed,true,engineering,engineering,36,Enterprise,North East,45-54,M,"Total blackout. Cannot access anything.",Negative,1,outage;500_error;crash;urgent
ND-2025-000898,2026-01-01T00:00:00Z,2025-05-19T10:40:20Z,email,service_request,how_to_training,best_practice,Medium,24.0,14.0,21.5,solved,answered,false,operations,"",14,Pro,Scotland,35-44,F,"Best way to use the new filters?",Positive,5,best_practice;filter;training;polaris
ND-2025-000899,2026-01-01T00:00:00Z,2025-05-19T11:25:45Z,email,incident,bug,ui_glitch,Low,72.0,50.0,60.0,solved,duplicate,false,engineering,"",9,Standard,London,25-34,M,"Screen looks wrong.",Neutral,"",bug;ui;glitch;other
